asset_id,downstream_assets,customers_affected,population_water_affected,critical_facilities_affected,cascade_population_water,cascade_delay_hours,consequence_score
TLS-00435,0,0.0,0.0,0,0.0,,0.0
TLS-00436,0,0.0,0.0,0,0.0,,0.0
TLS-00437,0,0.0,0.0,0,0.0,,0.0
TLS-00438,0,0.0,0.0,0,0.0,,0.0
TLS-00439,0,0.0,0.0,0,0.0,,0.0
TLS-00440,0,0.0,0.0,0,0.0,,0.0
TLS-00441,0,0.0,0.0,0,0.0,,0.0
TLS-00442,0,0.0,0.0,0,0.0,,0.0
TLS-00443,0,0.0,0.0,0,0.0,,0.0
TLS-00444,0,0.0,0.0,0,0.0,,0.0
TLS-00445,0,0.0,0.0,0,0.0,,0.0
TLS-00446,0,0.0,0.0,0,0.0,,0.0
TLS-00447,0,0.0,0.0,0,0.0,,0.0
TLS-00448,0,0.0,0.0,0,0.0,,0.0
TLS-00449,0,0.0,0.0,0,0.0,,0.0
TLS-00450,0,0.0,0.0,0,0.0,,0.0
TLS-00451,0,0.0,0.0,0,0.0,,0.0
TLS-00452,0,0.0,0.0,0,0.0,,0.0
TLS-00453,0,0.0,0.0,0,0.0,,0.0
TLS-00454,0,0.0,0.0,0,0.0,,0.0
TLS-00455,0,0.0,0.0,0,0.0,,0.0
TLS-00456,0,0.0,0.0,0,0.0,,0.0
TLS-00457,0,0.0,0.0,0,0.0,,0.0
TLS-00458,0,0.0,0.0,0,0.0,,0.0
TLS-00459,0,0.0,0.0,0,0.0,,0.0
TLS-00460,0,0.0,0.0,0,0.0,,0.0
TLS-00461,0,0.0,0.0,0,0.0,,0.0
TLS-00462,0,0.0,0.0,0,0.0,,0.0
TLS-00463,0,0.0,0.0,0,0.0,,0.0
TLS-00464,0,0.0,0.0,0,0.0,,0.0
TLS-00465,0,0.0,0.0,0,0.0,,0.0
TLS-00466,0,0.0,0.0,0,0.0,,0.0
TLS-00467,0,0.0,0.0,0,0.0,,0.0
TLS-00468,0,0.0,0.0,0,0.0,,0.0
TLS-00469,0,0.0,0.0,0,0.0,,0.0
TLS-00470,0,0.0,0.0,0,0.0,,0.0
TLS-00471,0,0.0,0.0,0,0.0,,0.0
TLS-00472,0,0.0,0.0,0,0.0,,0.0
TLS-00473,0,0.0,0.0,0,0.0,,0.0
TLS-00474,0,0.0,0.0,0,0.0,,0.0
TLS-00475,0,0.0,0.0,0,0.0,,0.0
TLS-00476,0,0.0,0.0,0,0.0,,0.0
TLS-00477,0,0.0,0.0,0,0.0,,0.0
TLS-00478,0,0.0,0.0,0,0.0,,0.0
TLS-00479,0,0.0,0.0,0,0.0,,0.0
TLS-00480,0,0.0,0.0,0,0.0,,0.0
TLS-00481,0,0.0,0.0,0,0.0,,0.0
TLS-00482,0,0.0,0.0,0,0.0,,0.0
TLS-00483,0,0.0,0.0,0,0.0,,0.0
TLS-00484,0,0.0,0.0,0,0.0,,0.0
TLS-00485,0,0.0,0.0,0,0.0,,0.0
TLS-00486,0,0.0,0.0,0,0.0,,0.0
TLS-00487,0,0.0,0.0,0,0.0,,0.0
TLS-00488,0,0.0,0.0,0,0.0,,0.0
TLS-00489,0,0.0,0.0,0,0.0,,0.0
TLS-00490,0,0.0,0.0,0,0.0,,0.0
TLS-00491,0,0.0,0.0,0,0.0,,0.0
TLS-00492,0,0.0,0.0,0,0.0,,0.0
TLS-00493,0,0.0,0.0,0,0.0,,0.0
TLS-00494,0,0.0,0.0,0,0.0,,0.0
TLS-00495,0,0.0,0.0,0,0.0,,0.0
TLS-00496,0,0.0,0.0,0,0.0,,0.0
TLS-00497,0,0.0,0.0,0,0.0,,0.0
TLS-00498,0,0.0,0.0,0,0.0,,0.0
TLS-00499,0,0.0,0.0,0,0.0,,0.0
TLS-00500,0,0.0,0.0,0,0.0,,0.0
TLS-00501,0,0.0,0.0,0,0.0,,0.0
TLS-00502,0,0.0,0.0,0,0.0,,0.0
TLS-00503,0,0.0,0.0,0,0.0,,0.0
TLS-00504,0,0.0,0.0,0,0.0,,0.0
TLS-00505,0,0.0,0.0,0,0.0,,0.0
TLS-00506,0,0.0,0.0,0,0.0,,0.0
TLS-00507,0,0.0,0.0,0,0.0,,0.0
TLS-00508,0,0.0,0.0,0,0.0,,0.0
TLS-00509,0,0.0,0.0,0,0.0,,0.0
TLS-00510,0,0.0,0.0,0,0.0,,0.0
TLS-00511,0,0.0,0.0,0,0.0,,0.0
TLS-00512,0,0.0,0.0,0,0.0,,0.0
TLS-00513,0,0.0,0.0,0,0.0,,0.0
TLS-00514,0,0.0,0.0,0,0.0,,0.0
TLS-00515,0,0.0,0.0,0,0.0,,0.0
TLS-00516,0,0.0,0.0,0,0.0,,0.0
TLS-00517,0,0.0,0.0,0,0.0,,0.0
TLS-00518,0,0.0,0.0,0,0.0,,0.0
TLS-00519,0,0.0,0.0,0,0.0,,0.0
TLS-00520,0,0.0,0.0,0,0.0,,0.0
TLS-00521,0,0.0,0.0,0,0.0,,0.0
TLS-00522,0,0.0,0.0,0,0.0,,0.0
TLS-00523,0,0.0,0.0,0,0.0,,0.0
TLS-00524,0,0.0,0.0,0,0.0,,0.0
TLS-00525,0,0.0,0.0,0,0.0,,0.0
TLS-00526,0,0.0,0.0,0,0.0,,0.0
TLS-00527,0,0.0,0.0,0,0.0,,0.0
TLS-00528,0,0.0,0.0,0,0.0,,0.0
TLS-00529,0,0.0,0.0,0,0.0,,0.0
TLS-00530,0,0.0,0.0,0,0.0,,0.0
TLS-00531,0,0.0,0.0,0,0.0,,0.0
TLS-00532,0,0.0,0.0,0,0.0,,0.0
TLS-00533,0,0.0,0.0,0,0.0,,0.0
TLS-00534,0,0.0,0.0,0,0.0,,0.0
TLS-00535,0,0.0,0.0,0,0.0,,0.0
TLS-00536,0,0.0,0.0,0,0.0,,0.0
TLS-00537,0,0.0,0.0,0,0.0,,0.0
TLS-00538,0,0.0,0.0,0,0.0,,0.0
TLS-00539,0,0.0,0.0,0,0.0,,0.0
TLS-00540,0,0.0,0.0,0,0.0,,0.0
TLS-00541,0,0.0,0.0,0,0.0,,0.0
TLS-00542,0,0.0,0.0,0,0.0,,0.0
TLS-00543,0,0.0,0.0,0,0.0,,0.0
TLS-00544,0,0.0,0.0,0,0.0,,0.0
TLS-00545,0,0.0,0.0,0,0.0,,0.0
TLS-00546,0,0.0,0.0,0,0.0,,0.0
TLS-00547,0,0.0,0.0,0,0.0,,0.0
TLS-00548,0,0.0,0.0,0,0.0,,0.0
TLS-00549,0,0.0,0.0,0,0.0,,0.0
TLS-00550,0,0.0,0.0,0,0.0,,0.0
TLS-00551,0,0.0,0.0,0,0.0,,0.0
TLS-00552,0,0.0,0.0,0,0.0,,0.0
TLS-00553,0,0.0,0.0,0,0.0,,0.0
TLS-00554,0,0.0,0.0,0,0.0,,0.0
TLS-00555,0,0.0,0.0,0,0.0,,0.0
TLS-00556,0,0.0,0.0,0,0.0,,0.0
TLS-00557,0,0.0,0.0,0,0.0,,0.0
TLS-00558,0,0.0,0.0,0,0.0,,0.0
TLS-00559,0,0.0,0.0,0,0.0,,0.0
TLS-00560,0,0.0,0.0,0,0.0,,0.0
TLS-00561,0,0.0,0.0,0,0.0,,0.0
TLS-00562,0,0.0,0.0,0,0.0,,0.0
TLS-00563,0,0.0,0.0,0,0.0,,0.0
TLS-00564,0,0.0,0.0,0,0.0,,0.0
TLS-00565,0,0.0,0.0,0,0.0,,0.0
TLS-00566,0,0.0,0.0,0,0.0,,0.0
TLS-00567,0,0.0,0.0,0,0.0,,0.0
TLS-00568,0,0.0,0.0,0,0.0,,0.0
TLS-00569,0,0.0,0.0,0,0.0,,0.0
TLS-00570,0,0.0,0.0,0,0.0,,0.0
TLS-00571,0,0.0,0.0,0,0.0,,0.0
TLS-00572,0,0.0,0.0,0,0.0,,0.0
TLS-00573,0,0.0,0.0,0,0.0,,0.0
TLS-00574,0,0.0,0.0,0,0.0,,0.0
TLS-00575,0,0.0,0.0,0,0.0,,0.0
TLS-00576,0,0.0,0.0,0,0.0,,0.0
TLS-00577,0,0.0,0.0,0,0.0,,0.0
TLS-00578,0,0.0,0.0,0,0.0,,0.0
TLS-00579,0,0.0,0.0,0,0.0,,0.0
TLS-00580,0,0.0,0.0,0,0.0,,0.0
TLS-00581,0,0.0,0.0,0,0.0,,0.0
TLS-00582,0,0.0,0.0,0,0.0,,0.0
TLS-00583,0,0.0,0.0,0,0.0,,0.0
TLS-00584,0,0.0,0.0,0,0.0,,0.0
TLS-00585,0,0.0,0.0,0,0.0,,0.0
TLS-00586,0,0.0,0.0,0,0.0,,0.0
TLS-00587,0,0.0,0.0,0,0.0,,0.0
TLS-00588,0,0.0,0.0,0,0.0,,0.0
TLS-00589,0,0.0,0.0,0,0.0,,0.0
TLS-00590,0,0.0,0.0,0,0.0,,0.0
TLS-00591,0,0.0,0.0,0,0.0,,0.0
TLS-00592,0,0.0,0.0,0,0.0,,0.0
TLS-00593,0,0.0,0.0,0,0.0,,0.0
TLS-00594,0,0.0,0.0,0,0.0,,0.0
TLS-00595,0,0.0,0.0,0,0.0,,0.0
TLS-00596,0,0.0,0.0,0,0.0,,0.0
TLS-00597,0,0.0,0.0,0,0.0,,0.0
TLS-00598,0,0.0,0.0,0,0.0,,0.0
TLS-00599,0,0.0,0.0,0,0.0,,0.0
TLS-00600,0,0.0,0.0,0,0.0,,0.0
TLS-00601,0,0.0,0.0,0,0.0,,0.0
TLS-00602,0,0.0,0.0,0,0.0,,0.0
TLS-00603,0,0.0,0.0,0,0.0,,0.0
TLS-00604,0,0.0,0.0,0,0.0,,0.0
TLS-00605,0,0.0,0.0,0,0.0,,0.0
TLS-00606,0,0.0,0.0,0,0.0,,0.0
TLS-00607,0,0.0,0.0,0,0.0,,0.0
TLS-00608,0,0.0,0.0,0,0.0,,0.0
TLS-00609,0,0.0,0.0,0,0.0,,0.0
TLS-00610,0,0.0,0.0,0,0.0,,0.0
TLS-00611,0,0.0,0.0,0,0.0,,0.0
TLS-00612,0,0.0,0.0,0,0.0,,0.0
TLS-00613,0,0.0,0.0,0,0.0,,0.0
TLS-00614,0,0.0,0.0,0,0.0,,0.0
TLS-00615,0,0.0,0.0,0,0.0,,0.0
TLS-00616,0,0.0,0.0,0,0.0,,0.0
TLS-00617,0,0.0,0.0,0,0.0,,0.0
TLS-00618,0,0.0,0.0,0,0.0,,0.0
TLS-00619,0,0.0,0.0,0,0.0,,0.0
TLS-00620,0,0.0,0.0,0,0.0,,0.0
TLS-00621,0,0.0,0.0,0,0.0,,0.0
TLS-00622,0,0.0,0.0,0,0.0,,0.0
TLS-00623,0,0.0,0.0,0,0.0,,0.0
TLS-00624,0,0.0,0.0,0,0.0,,0.0
TLS-00625,0,0.0,0.0,0,0.0,,0.0
TLS-00626,0,0.0,0.0,0,0.0,,0.0
TLS-00627,0,0.0,0.0,0,0.0,,0.0
TLS-00628,0,0.0,0.0,0,0.0,,0.0
TLS-00629,0,0.0,0.0,0,0.0,,0.0
TLS-00630,0,0.0,0.0,0,0.0,,0.0
TLS-00631,0,0.0,0.0,0,0.0,,0.0
TLS-00632,0,0.0,0.0,0,0.0,,0.0
TLS-00633,0,0.0,0.0,0,0.0,,0.0
TLS-00634,0,0.0,0.0,0,0.0,,0.0
TLS-00635,0,0.0,0.0,0,0.0,,0.0
TLS-00636,0,0.0,0.0,0,0.0,,0.0
TLS-00637,0,0.0,0.0,0,0.0,,0.0
TLS-00638,0,0.0,0.0,0,0.0,,0.0
TLS-00639,0,0.0,0.0,0,0.0,,0.0
TLS-00640,0,0.0,0.0,0,0.0,,0.0
TLS-00641,0,0.0,0.0,0,0.0,,0.0
TLS-00642,0,0.0,0.0,0,0.0,,0.0
TLS-00643,0,0.0,0.0,0,0.0,,0.0
TLS-00644,0,0.0,0.0,0,0.0,,0.0
TLS-00645,0,0.0,0.0,0,0.0,,0.0
TLS-00646,0,0.0,0.0,0,0.0,,0.0
TLS-00647,0,0.0,0.0,0,0.0,,0.0
TLS-00648,0,0.0,0.0,0,0.0,,0.0
TLS-00649,0,0.0,0.0,0,0.0,,0.0
TLS-00650,0,0.0,0.0,0,0.0,,0.0
TLS-00651,0,0.0,0.0,0,0.0,,0.0
TLS-00652,0,0.0,0.0,0,0.0,,0.0
TLS-00653,0,0.0,0.0,0,0.0,,0.0
TLS-00654,0,0.0,0.0,0,0.0,,0.0
TLS-00655,0,0.0,0.0,0,0.0,,0.0
TLS-00656,0,0.0,0.0,0,0.0,,0.0
TLS-00657,0,0.0,0.0,0,0.0,,0.0
TLS-00658,0,0.0,0.0,0,0.0,,0.0
TLS-00659,0,0.0,0.0,0,0.0,,0.0
TLS-00660,0,0.0,0.0,0,0.0,,0.0
TLS-00661,0,0.0,0.0,0,0.0,,0.0
TLS-00662,0,0.0,0.0,0,0.0,,0.0
TLS-00663,0,0.0,0.0,0,0.0,,0.0
TLS-00664,0,0.0,0.0,0,0.0,,0.0
TLS-00665,0,0.0,0.0,0,0.0,,0.0
TLS-00666,0,0.0,0.0,0,0.0,,0.0
TLS-00667,0,0.0,0.0,0,0.0,,0.0
TLS-00668,0,0.0,0.0,0,0.0,,0.0
TLS-00669,0,0.0,0.0,0,0.0,,0.0
TLS-00670,0,0.0,0.0,0,0.0,,0.0
TLS-00671,0,0.0,0.0,0,0.0,,0.0
TLS-00672,0,0.0,0.0,0,0.0,,0.0
TLS-00673,0,0.0,0.0,0,0.0,,0.0
TLS-00674,0,0.0,0.0,0,0.0,,0.0
TLS-00675,0,0.0,0.0,0,0.0,,0.0
TLS-00676,0,0.0,0.0,0,0.0,,0.0
TLS-00677,0,0.0,0.0,0,0.0,,0.0
TLS-00678,0,0.0,0.0,0,0.0,,0.0
TLS-00679,0,0.0,0.0,0,0.0,,0.0
TLS-00680,0,0.0,0.0,0,0.0,,0.0
TLS-00681,0,0.0,0.0,0,0.0,,0.0
TLS-00682,0,0.0,0.0,0,0.0,,0.0
TLS-00683,0,0.0,0.0,0,0.0,,0.0
TLS-00684,0,0.0,0.0,0,0.0,,0.0
TLS-00685,0,0.0,0.0,0,0.0,,0.0
TLS-00686,0,0.0,0.0,0,0.0,,0.0
TLS-00687,0,0.0,0.0,0,0.0,,0.0
TLS-00688,0,0.0,0.0,0,0.0,,0.0
TLS-00689,0,0.0,0.0,0,0.0,,0.0
TLS-00690,0,0.0,0.0,0,0.0,,0.0
TLS-00691,0,0.0,0.0,0,0.0,,0.0
TLS-00692,0,0.0,0.0,0,0.0,,0.0
TLS-00693,0,0.0,0.0,0,0.0,,0.0
TLS-00694,0,0.0,0.0,0,0.0,,0.0
TLS-00695,0,0.0,0.0,0,0.0,,0.0
TLS-00696,0,0.0,0.0,0,0.0,,0.0
TLS-00697,0,0.0,0.0,0,0.0,,0.0
TLS-00698,0,0.0,0.0,0,0.0,,0.0
TLS-00699,0,0.0,0.0,0,0.0,,0.0
TLS-00700,0,0.0,0.0,0,0.0,,0.0
TLS-00701,0,0.0,0.0,0,0.0,,0.0
TLS-00702,0,0.0,0.0,0,0.0,,0.0
TLS-00703,0,0.0,0.0,0,0.0,,0.0
TLS-00704,0,0.0,0.0,0,0.0,,0.0
TLS-00705,0,0.0,0.0,0,0.0,,0.0
TLS-00706,0,0.0,0.0,0,0.0,,0.0
TLS-00707,0,0.0,0.0,0,0.0,,0.0
TLS-00708,0,0.0,0.0,0,0.0,,0.0
TLS-00709,0,0.0,0.0,0,0.0,,0.0
TLS-00710,0,0.0,0.0,0,0.0,,0.0
TLS-00711,0,0.0,0.0,0,0.0,,0.0
TLS-00712,0,0.0,0.0,0,0.0,,0.0
TLS-00713,0,0.0,0.0,0,0.0,,0.0
TLS-00714,0,0.0,0.0,0,0.0,,0.0
TLS-00715,0,0.0,0.0,0,0.0,,0.0
TLS-00716,0,0.0,0.0,0,0.0,,0.0
TLS-00717,0,0.0,0.0,0,0.0,,0.0
TLS-00718,0,0.0,0.0,0,0.0,,0.0
TLS-00719,0,0.0,0.0,0,0.0,,0.0
TLS-00720,0,0.0,0.0,0,0.0,,0.0
TLS-00721,0,0.0,0.0,0,0.0,,0.0
TLS-00722,0,0.0,0.0,0,0.0,,0.0
TLS-00723,0,0.0,0.0,0,0.0,,0.0
TLS-00724,0,0.0,0.0,0,0.0,,0.0
TLS-00725,0,0.0,0.0,0,0.0,,0.0
TLS-00726,0,0.0,0.0,0,0.0,,0.0
TLS-00727,0,0.0,0.0,0,0.0,,0.0
TLS-00728,0,0.0,0.0,0,0.0,,0.0
TLS-00729,0,0.0,0.0,0,0.0,,0.0
TLS-00730,0,0.0,0.0,0,0.0,,0.0
TLS-00731,0,0.0,0.0,0,0.0,,0.0
TLS-00732,0,0.0,0.0,0,0.0,,0.0
TLS-00733,0,0.0,0.0,0,0.0,,0.0
TLS-00734,0,0.0,0.0,0,0.0,,0.0
TLS-00735,0,0.0,0.0,0,0.0,,0.0
TLS-00736,0,0.0,0.0,0,0.0,,0.0
TLS-00737,0,0.0,0.0,0,0.0,,0.0
TLS-00738,0,0.0,0.0,0,0.0,,0.0
TLS-00739,0,0.0,0.0,0,0.0,,0.0
TLS-00740,0,0.0,0.0,0,0.0,,0.0
TLS-00741,0,0.0,0.0,0,0.0,,0.0
TLS-00742,0,0.0,0.0,0,0.0,,0.0
TLS-00743,0,0.0,0.0,0,0.0,,0.0
TLS-00744,0,0.0,0.0,0,0.0,,0.0
TLS-00745,0,0.0,0.0,0,0.0,,0.0
TLS-00746,0,0.0,0.0,0,0.0,,0.0
TLS-00747,0,0.0,0.0,0,0.0,,0.0
TLS-00748,0,0.0,0.0,0,0.0,,0.0
TLS-00749,0,0.0,0.0,0,0.0,,0.0
TLS-00750,0,0.0,0.0,0,0.0,,0.0
TLS-00751,0,0.0,0.0,0,0.0,,0.0
TLS-00752,0,0.0,0.0,0,0.0,,0.0
TLS-00753,0,0.0,0.0,0,0.0,,0.0
TLS-00754,0,0.0,0.0,0,0.0,,0.0
TLS-00755,0,0.0,0.0,0,0.0,,0.0
TLS-00756,0,0.0,0.0,0,0.0,,0.0
TLS-00757,0,0.0,0.0,0,0.0,,0.0
TLS-00758,0,0.0,0.0,0,0.0,,0.0
TLS-00759,0,0.0,0.0,0,0.0,,0.0
TLS-00760,0,0.0,0.0,0,0.0,,0.0
TLS-00761,0,0.0,0.0,0,0.0,,0.0
TLS-00762,0,0.0,0.0,0,0.0,,0.0
TLS-00763,0,0.0,0.0,0,0.0,,0.0
TLS-00764,0,0.0,0.0,0,0.0,,0.0
TLS-00765,0,0.0,0.0,0,0.0,,0.0
TLS-00766,0,0.0,0.0,0,0.0,,0.0
TLS-00767,0,0.0,0.0,0,0.0,,0.0
TLS-00768,0,0.0,0.0,0,0.0,,0.0
TLS-00769,0,0.0,0.0,0,0.0,,0.0
TLS-00770,0,0.0,0.0,0,0.0,,0.0
TLS-00771,0,0.0,0.0,0,0.0,,0.0
TLS-00772,0,0.0,0.0,0,0.0,,0.0
TLS-00773,0,0.0,0.0,0,0.0,,0.0
TLS-00774,0,0.0,0.0,0,0.0,,0.0
TLS-00775,0,0.0,0.0,0,0.0,,0.0
TLS-00776,0,0.0,0.0,0,0.0,,0.0
TLS-00777,0,0.0,0.0,0,0.0,,0.0
TLS-00778,0,0.0,0.0,0,0.0,,0.0
TLS-00779,0,0.0,0.0,0,0.0,,0.0
TLS-00780,0,0.0,0.0,0,0.0,,0.0
TLS-00781,0,0.0,0.0,0,0.0,,0.0
TLS-00782,0,0.0,0.0,0,0.0,,0.0
TLS-00783,0,0.0,0.0,0,0.0,,0.0
TLS-00784,0,0.0,0.0,0,0.0,,0.0
TLS-00785,0,0.0,0.0,0,0.0,,0.0
TLS-00786,0,0.0,0.0,0,0.0,,0.0
TLS-00787,0,0.0,0.0,0,0.0,,0.0
TLS-00788,0,0.0,0.0,0,0.0,,0.0
TLS-00789,0,0.0,0.0,0,0.0,,0.0
TLS-00790,0,0.0,0.0,0,0.0,,0.0
TLS-00791,0,0.0,0.0,0,0.0,,0.0
TLS-00792,0,0.0,0.0,0,0.0,,0.0
TLS-00793,0,0.0,0.0,0,0.0,,0.0
TLS-00794,0,0.0,0.0,0,0.0,,0.0
TLS-00795,0,0.0,0.0,0,0.0,,0.0
TLS-00796,0,0.0,0.0,0,0.0,,0.0
TLS-00797,0,0.0,0.0,0,0.0,,0.0
TLS-00798,0,0.0,0.0,0,0.0,,0.0
TLS-00799,0,0.0,0.0,0,0.0,,0.0
TLS-00800,0,0.0,0.0,0,0.0,,0.0
TLS-00801,0,0.0,0.0,0,0.0,,0.0
TLS-00802,0,0.0,0.0,0,0.0,,0.0
TLS-00803,0,0.0,0.0,0,0.0,,0.0
TLS-00804,0,0.0,0.0,0,0.0,,0.0
TLS-00805,0,0.0,0.0,0,0.0,,0.0
TLS-00806,0,0.0,0.0,0,0.0,,0.0
TLS-00807,0,0.0,0.0,0,0.0,,0.0
TLS-00808,0,0.0,0.0,0,0.0,,0.0
TLS-00809,0,0.0,0.0,0,0.0,,0.0
TLS-00810,0,0.0,0.0,0,0.0,,0.0
TLS-00811,0,0.0,0.0,0,0.0,,0.0
TLS-00812,0,0.0,0.0,0,0.0,,0.0
TLS-00813,0,0.0,0.0,0,0.0,,0.0
TLS-00814,0,0.0,0.0,0,0.0,,0.0
TLS-00815,0,0.0,0.0,0,0.0,,0.0
TLS-00816,0,0.0,0.0,0,0.0,,0.0
TLS-00817,0,0.0,0.0,0,0.0,,0.0
TLS-00818,0,0.0,0.0,0,0.0,,0.0
TLS-00819,0,0.0,0.0,0,0.0,,0.0
TLS-00820,0,0.0,0.0,0,0.0,,0.0
TLS-00821,0,0.0,0.0,0,0.0,,0.0
TLS-00822,0,0.0,0.0,0,0.0,,0.0
TLS-00823,0,0.0,0.0,0,0.0,,0.0
TLS-00824,0,0.0,0.0,0,0.0,,0.0
TLS-00825,0,0.0,0.0,0,0.0,,0.0
TLS-00826,0,0.0,0.0,0,0.0,,0.0
TLS-00827,0,0.0,0.0,0,0.0,,0.0
TLS-00828,0,0.0,0.0,0,0.0,,0.0
TLS-00829,0,0.0,0.0,0,0.0,,0.0
TLS-00830,0,0.0,0.0,0,0.0,,0.0
TLS-00831,0,0.0,0.0,0,0.0,,0.0
TLS-00832,0,0.0,0.0,0,0.0,,0.0
TLS-00833,0,0.0,0.0,0,0.0,,0.0
TLS-00834,0,0.0,0.0,0,0.0,,0.0
TLS-00835,0,0.0,0.0,0,0.0,,0.0
TLS-00836,0,0.0,0.0,0,0.0,,0.0
TLS-00837,0,0.0,0.0,0,0.0,,0.0
TLS-00838,0,0.0,0.0,0,0.0,,0.0
TLS-00839,0,0.0,0.0,0,0.0,,0.0
TLS-00840,0,0.0,0.0,0,0.0,,0.0
TLS-00841,0,0.0,0.0,0,0.0,,0.0
TLS-00842,0,0.0,0.0,0,0.0,,0.0
TLS-00843,0,0.0,0.0,0,0.0,,0.0
TLS-00844,0,0.0,0.0,0,0.0,,0.0
TLS-00845,0,0.0,0.0,0,0.0,,0.0
TLS-00846,0,0.0,0.0,0,0.0,,0.0
TLS-00847,0,0.0,0.0,0,0.0,,0.0
TLS-00848,0,0.0,0.0,0,0.0,,0.0
TLS-00849,0,0.0,0.0,0,0.0,,0.0
TLS-00850,0,0.0,0.0,0,0.0,,0.0
TLS-00851,0,0.0,0.0,0,0.0,,0.0
TLS-00852,0,0.0,0.0,0,0.0,,0.0
TLS-00853,0,0.0,0.0,0,0.0,,0.0
TLS-00854,0,0.0,0.0,0,0.0,,0.0
TLS-00855,0,0.0,0.0,0,0.0,,0.0
TLS-00856,0,0.0,0.0,0,0.0,,0.0
TLS-00857,0,0.0,0.0,0,0.0,,0.0
TLS-00858,0,0.0,0.0,0,0.0,,0.0
TLS-00859,0,0.0,0.0,0,0.0,,0.0
TLS-00860,0,0.0,0.0,0,0.0,,0.0
TLS-00861,0,0.0,0.0,0,0.0,,0.0
TLS-00862,0,0.0,0.0,0,0.0,,0.0
TLS-00863,0,0.0,0.0,0,0.0,,0.0
TLS-00864,0,0.0,0.0,0,0.0,,0.0
TLS-00865,0,0.0,0.0,0,0.0,,0.0
TLS-00866,0,0.0,0.0,0,0.0,,0.0
TLS-00867,0,0.0,0.0,0,0.0,,0.0
TLS-00868,0,0.0,0.0,0,0.0,,0.0
TLS-00869,0,0.0,0.0,0,0.0,,0.0
TLS-00870,0,0.0,0.0,0,0.0,,0.0
TLS-00871,0,0.0,0.0,0,0.0,,0.0
TLS-00872,0,0.0,0.0,0,0.0,,0.0
TLS-00873,0,0.0,0.0,0,0.0,,0.0
TLS-00874,0,0.0,0.0,0,0.0,,0.0
TLS-00875,0,0.0,0.0,0,0.0,,0.0
TLS-00876,0,0.0,0.0,0,0.0,,0.0
TLS-00877,0,0.0,0.0,0,0.0,,0.0
TLS-00878,0,0.0,0.0,0,0.0,,0.0
TLS-00879,0,0.0,0.0,0,0.0,,0.0
TLS-00880,0,0.0,0.0,0,0.0,,0.0
TLS-00881,0,0.0,0.0,0,0.0,,0.0
TLS-00882,0,0.0,0.0,0,0.0,,0.0
TLS-00883,0,0.0,0.0,0,0.0,,0.0
TLS-00884,0,0.0,0.0,0,0.0,,0.0
TLS-00885,0,0.0,0.0,0,0.0,,0.0
TLS-00886,0,0.0,0.0,0,0.0,,0.0
TLS-00887,0,0.0,0.0,0,0.0,,0.0
TLS-00888,0,0.0,0.0,0,0.0,,0.0
TLS-00889,0,0.0,0.0,0,0.0,,0.0
TLS-00890,0,0.0,0.0,0,0.0,,0.0
TLS-00891,0,0.0,0.0,0,0.0,,0.0
TLS-00892,0,0.0,0.0,0,0.0,,0.0
TLS-00893,0,0.0,0.0,0,0.0,,0.0
TLS-00894,0,0.0,0.0,0,0.0,,0.0
TLS-00895,0,0.0,0.0,0,0.0,,0.0
TLS-00896,0,0.0,0.0,0,0.0,,0.0
TLS-00897,0,0.0,0.0,0,0.0,,0.0
TLS-00898,0,0.0,0.0,0,0.0,,0.0
TLS-00899,0,0.0,0.0,0,0.0,,0.0
TLS-00900,0,0.0,0.0,0,0.0,,0.0
TLS-00901,0,0.0,0.0,0,0.0,,0.0
TLS-00902,0,0.0,0.0,0,0.0,,0.0
TLS-00903,0,0.0,0.0,0,0.0,,0.0
TLS-00904,0,0.0,0.0,0,0.0,,0.0
TLS-00905,0,0.0,0.0,0,0.0,,0.0
TLS-00906,0,0.0,0.0,0,0.0,,0.0
TLS-00907,0,0.0,0.0,0,0.0,,0.0
TLS-00908,0,0.0,0.0,0,0.0,,0.0
TLS-00909,0,0.0,0.0,0,0.0,,0.0
TLS-00910,0,0.0,0.0,0,0.0,,0.0
TLS-00911,0,0.0,0.0,0,0.0,,0.0
TLS-00912,0,0.0,0.0,0,0.0,,0.0
TLS-00913,0,0.0,0.0,0,0.0,,0.0
TLS-00914,0,0.0,0.0,0,0.0,,0.0
TLS-00915,0,0.0,0.0,0,0.0,,0.0
TLS-00916,0,0.0,0.0,0,0.0,,0.0
TLS-00917,0,0.0,0.0,0,0.0,,0.0
TLS-00918,0,0.0,0.0,0,0.0,,0.0
TLS-00919,0,0.0,0.0,0,0.0,,0.0
TLS-00920,0,0.0,0.0,0,0.0,,0.0
TLS-00921,0,0.0,0.0,0,0.0,,0.0
TLS-00922,0,0.0,0.0,0,0.0,,0.0
TLS-00923,0,0.0,0.0,0,0.0,,0.0
TLS-00924,0,0.0,0.0,0,0.0,,0.0
TLS-00925,0,0.0,0.0,0,0.0,,0.0
TLS-00926,0,0.0,0.0,0,0.0,,0.0
TLS-00927,0,0.0,0.0,0,0.0,,0.0
TLS-00928,0,0.0,0.0,0,0.0,,0.0
TLS-00929,0,0.0,0.0,0,0.0,,0.0
TLS-00930,0,0.0,0.0,0,0.0,,0.0
TLS-00931,0,0.0,0.0,0,0.0,,0.0
