asset_id,timestamp,scenario_id,failure_type,work_order_type,raised_at,cost_usd,work_order_id,material_as_recorded,timestamp_quality
WMN-03107,2023-10-28 06:00:00,BASE-20231028-023,physical,corrective,2023-10-28 06:00:00,7846.82,WO-0000610,C.I.,as_occurred
RCL-02154,2023-10-28 12:00:00,BASE-20231028-023,physical,corrective,2023-10-28 12:00:00,1266.19,WO-0000611,standard,as_occurred
DFR-01703,2023-10-28 12:00:00,BASE-20231028-023,physical,corrective,2023-10-28 12:00:00,4425.2,WO-0000612,timber,as_occurred
DFR-01686,2023-10-28 12:00:00,BASE-20231028-023,physical,corrective,2023-10-28 12:00:00,4291.06,WO-0000613,concrete_pole,as_occurred
WMN-03224,2023-10-28 12:00:00,BASE-20231028-023,physical,corrective,2023-10-28 12:00:00,2086.12,WO-0000614,asbestos_cement,as_occurred
WMN-03015,2023-10-29 00:00:00,,,inspection,2023-10-29 00:00:00,844.8,WO-0000615,Cast Iron,as_occurred
RCL-02060,2023-10-29 00:00:00,,,routine,2023-11-01 00:00:00,1174.6,WO-0000616,standard,reported_late
TLS-01147,2023-10-29 00:00:00,,,vegetation,2023-10-29 00:00:00,2072.39,WO-0000617,steel_lattice,as_occurred
TLS-01023,2023-10-29 00:00:00,,,vegetation,2023-10-29 00:00:00,1022.24,WO-0000618,steel_lattice,as_occurred
WMN-03081,2023-10-30 00:00:00,,,vegetation,2023-10-30 00:00:00,392.65,WO-0000619,ductile_iron,as_occurred
TLS-01286,2023-10-30 00:00:00,,,routine,2023-10-30 00:00:00,1463.61,WO-0000620,steel_lattice,as_occurred
WMN-02981,2023-10-30 00:00:00,,,inspection,2023-10-30 00:00:00,610.82,WO-0000621,Poly Vinyl Chloride,as_occurred
PMP-02357,2023-10-30 00:00:00,,,routine,2023-10-30 00:00:00,788.97,WO-0000622,standard,as_occurred
DFR-01360,2023-10-30 00:00:00,,,vegetation,2023-10-30 00:00:00,1108.46,WO-0000623,Wood,as_occurred
DFR-01687,2023-10-30 00:00:00,,,inspection,2023-10-30 00:00:00,832.55,WO-0000624,wood_pole,as_occurred
DFR-01947,2023-10-31 00:00:00,,,inspection,2023-10-31 00:00:00,774.15,WO-0000625,wood_pole,as_occurred
WMN-03155,2023-10-31 00:00:00,BASE-20231031-030,physical,corrective,2023-10-31 00:00:00,11873.26,WO-0000626,asbestos_cement,as_occurred
WMN-02953,2023-10-31 00:00:00,BASE-20231031-030,physical,corrective,2023-10-31 00:00:00,1849.44,WO-0000627,ductile-iron,as_occurred
WMN-02821,2023-10-31 00:00:00,BASE-20231031-030,physical,corrective,2023-10-31 00:00:00,9450.3,WO-0000628,A/C,as_occurred
DFR-01412,2023-10-31 00:00:00,,,inspection,2023-10-31 00:00:00,1471.77,WO-0000629,wood_pole,as_occurred
TLS-00718,2023-10-31 00:00:00,,,vegetation,2023-10-31 00:00:00,324.2,WO-0000630,steel_lattice,as_occurred
WMN-02975,2023-10-31 00:00:00,,,inspection,2023-10-31 00:00:00,1309.16,WO-0000631,P.V.C.,as_occurred
TNK-02658,2023-10-31 00:00:00,,,inspection,2023-10-31 00:00:00,432.01,WO-0000632,standard,as_occurred
DFR-01978,2023-10-31 06:00:00,BASE-20231031-030,physical,corrective,2023-10-31 06:00:00,5976.73,WO-0000633,wood_pole,as_occurred
WMN-03303,2023-10-31 18:00:00,BASE-20231031-030,physical,corrective,2023-10-31 18:00:00,4263.9,WO-0000634,cast_iron,as_occurred
TNK-02648,2023-11-01 00:00:00,,,vegetation,2023-11-01 00:00:00,821.37,WO-0000635,standard,as_occurred
TLS-00850,2023-11-01 00:00:00,,,routine,2023-11-01 00:00:00,382.52,WO-0000636,steel_lattice,as_occurred
WMN-03245,2023-11-01 00:00:00,,,routine,2023-11-01 00:00:00,2305.11,WO-0000637,cast_iron,as_occurred
DSS-00208,2023-11-01 00:00:00,,,vegetation,2023-11-04 00:00:00,1066.27,WO-0000638,standard,reported_late
PMP-02283,2023-11-01 00:00:00,,,inspection,2023-11-01 00:00:00,267.61,WO-0000639,standard,as_occurred
PMP-02255,2023-11-02 00:00:00,,,routine,2023-11-02 00:00:00,401.04,WO-0000640,standard,as_occurred
DFR-01436,2023-11-03 00:00:00,,,routine,2023-11-03 00:00:00,510.25,WO-0000641,concrete_pole,as_occurred
DSS-00112,2023-11-03 00:00:00,,,inspection,2023-11-03 00:00:00,450.61,WO-0000642,standard,as_occurred
DFR-01359,2023-11-03 00:00:00,,,routine,2023-11-03 00:00:00,1392.78,WO-0000643,WOOD POLE,as_occurred
DFR-01939,2023-11-04 00:00:00,BASE-20231104-033,physical,corrective,2023-11-07 00:00:00,5122.86,WO-0000644,Wood,reported_late
DSS-00209,2023-11-04 00:00:00,,,routine,2023-11-04 00:00:00,1435.62,WO-0000645,standard,as_occurred
DSS-00109,2023-11-04 00:00:00,,,routine,2023-11-04 00:00:00,595.52,WO-0000646,standard,as_occurred
DSS-00231,2023-11-04 00:00:00,,,inspection,2023-11-04 00:00:00,547.08,WO-0000647,standard,as_occurred
TLS-00455,2023-11-04 00:00:00,,,vegetation,2023-11-04 00:00:00,1006.44,WO-0000648,steel_lattice,as_occurred
DSS-00188,2023-11-04 00:00:00,,,routine,2023-11-04 00:00:00,1224.09,WO-0000649,standard,as_occurred
DFR-01505,2023-11-04 00:00:00,,,inspection,2023-11-04 00:00:00,200.32,WO-0000650,wood_pole,as_occurred
WMN-03334,2023-11-04 06:00:00,BASE-20231104-033,physical,corrective,2023-11-04 06:00:00,3109.28,WO-0000651,cast_iron,as_occurred
DFR-01462,2023-11-04 06:00:00,BASE-20231104-033,physical,corrective,2023-11-04 06:00:00,4484.93,WO-0000652,wood_pole,as_occurred
TLS-00618,2023-11-04 06:00:00,BASE-20231104-033,physical,corrective,2023-11-04 06:00:00,6632.48,WO-0000653,steel_lattice,as_occurred
WMN-03296,2023-11-04 12:00:00,BASE-20231104-033,physical,corrective,2023-11-04 12:00:00,7971.88,WO-0000654,cast-iron,as_occurred
PMP-02419,2023-11-04 12:00:00,BASE-20231104-033,physical,corrective,2023-11-04 12:00:00,2849.02,WO-0000655,standard,as_occurred
RCL-02206,2023-11-05 00:00:00,,,routine,2023-11-05 00:00:00,738.91,WO-0000656,standard,as_occurred
PMP-02271,2023-11-05 00:00:00,,,routine,2023-11-08 00:00:00,638.39,WO-0000657,standard,reported_late
PMP-02438,2023-11-05 00:00:00,,,inspection,2023-11-05 00:00:00,2256.05,WO-0000658,standard,as_occurred
WMN-03351,2023-11-06 00:00:00,,,routine,2023-11-06 00:00:00,848.76,WO-0000659,ductile-iron,as_occurred
WMN-03100,2023-11-07 00:00:00,,,routine,2023-11-07 00:00:00,241.43,WO-0000660,pvc,as_occurred
TLS-01276,2023-11-07 00:00:00,,,vegetation,2023-11-07 00:00:00,4942.99,WO-0000661,steel_lattice,as_occurred
PMP-02508,2023-11-08 00:00:00,,,routine,2023-11-08 00:00:00,562.12,WO-0000662,standard,as_occurred
TLS-01110,2023-11-08 00:00:00,,,vegetation,2023-11-08 00:00:00,682.19,WO-0000663,steel_monopole,as_occurred
LEGACY-085243,2023-11-08 00:00:00,,,routine,2023-11-08 00:00:00,215.92,WO-0000664,,as_occurred
TNK-02652,2023-11-09 00:00:00,,,inspection,2023-11-09 00:00:00,1042.48,WO-0000665,standard,as_occurred
PMP-02408,2023-11-09 00:00:00,,,inspection,2023-11-09 00:00:00,1791.07,WO-0000666,standard,as_occurred
DSS-00253,2023-11-09 00:00:00,,,routine,2023-11-09 00:00:00,957.66,WO-0000667,standard,as_occurred
DFR-01469,2023-11-09 00:00:00,,,vegetation,2023-11-09 00:00:00,2461.86,WO-0000668,concrete_pole,as_occurred
WMN-03266,2023-11-10 00:00:00,,,inspection,2023-11-10 00:00:00,612.46,WO-0000669,Ductile Iron,as_occurred
TLS-00975,2023-11-10 00:00:00,,,inspection,2023-11-10 00:00:00,283.15,WO-0000670,steel_monopole,as_occurred
WMN-03301,2023-11-10 00:00:00,,,routine,2023-11-10 00:00:00,370.15,WO-0000671,Ductile Iron,as_occurred
WMN-02750,2023-11-10 00:00:00,,,inspection,2023-11-10 00:00:00,924.42,WO-0000672,cast_iron,as_occurred
WMN-03399,2023-11-11 00:00:00,,,inspection,2023-11-11 00:00:00,237.18,WO-0000673,C.I.,as_occurred
WMN-02736,2023-11-11 00:00:00,,,routine,2023-11-11 00:00:00,524.03,WO-0000674,CI,as_occurred
WMN-02687,2023-11-11 00:00:00,,,vegetation,2023-11-11 00:00:00,963.09,WO-0000675,cast_iron,as_occurred
DFR-01700,2023-11-11 00:00:00,,,inspection,2023-11-11 00:00:00,580.39,WO-0000676,wood_pole,as_occurred
PMP-02474,2023-11-11 00:00:00,,,inspection,2023-11-11 00:00:00,822.04,WO-0000677,standard,as_occurred
PMP-02453,2023-11-11 00:00:00,,,routine,2023-11-11 00:00:00,1503.46,WO-0000678,standard,as_occurred
WMN-03366,2023-11-12 00:00:00,,,routine,2023-11-12 00:00:00,903.23,WO-0000679,Ductile Iron,as_occurred
PMP-02309,2023-11-12 00:00:00,BASE-20231112-037,physical,corrective,2023-11-12 00:00:00,6697.17,WO-0000680,standard,as_occurred
WMN-03192,2023-11-12 00:00:00,BASE-20231112-037,physical,corrective,2023-11-12 00:00:00,8308.49,WO-0000681,pvc,as_occurred
WMN-02840,2023-11-12 00:00:00,BASE-20231112-037,physical,corrective,2023-11-12 00:00:00,2917.09,WO-0000682,cast_iron,as_occurred
WMN-03313,2023-11-12 00:00:00,,,routine,2023-11-12 00:00:00,436.65,WO-0000683,D.I.,as_occurred
TLS-00815,2023-11-12 00:00:00,,,routine,2023-11-15 00:00:00,368.41,WO-0000684,concrete,reported_late
WMN-03203,2023-11-12 00:00:00,BASE-20231112-037,physical,corrective,2023-11-12 00:00:00,3040.68,WO-0000685,Asbestos Cement,as_occurred
DFR-01795,2023-11-12 00:00:00,,,routine,2023-11-12 00:00:00,1735.31,WO-0000686,composite_pole,as_occurred
DFR-01958,2023-11-12 00:00:00,,,routine,2023-11-12 00:00:00,457.21,WO-0000687,wood_pole,as_occurred
WMN-03085,2023-11-12 06:00:00,BASE-20231112-037,physical,corrective,2023-11-12 06:00:00,2015.84,WO-0000688,ductile_iron,as_occurred
PMP-02323,2023-11-12 12:00:00,BASE-20231112-037,physical,corrective,2023-11-12 12:00:00,959.19,WO-0000689,standard,as_occurred
WMN-03118,2023-11-12 18:00:00,BASE-20231112-037,physical,corrective,2023-11-12 18:00:00,3410.61,WO-0000690,cast_iron,as_occurred
PMP-02327,2023-11-13 00:00:00,,,routine,2023-11-13 00:00:00,1652.49,WO-0000691,standard,as_occurred
DFR-01897,2023-11-13 00:00:00,,,routine,2023-11-13 00:00:00,595.6,WO-0000692,underground,as_occurred
RCL-02130,2023-11-14 00:00:00,,,vegetation,2023-11-14 00:00:00,550.82,WO-0000693,standard,as_occurred
PMP-02398,2023-11-14 00:00:00,,,inspection,2023-11-14 00:00:00,2684.35,WO-0000694,standard,as_occurred
DFR-01365,2023-11-14 00:00:00,,,routine,2023-11-14 00:00:00,1059.95,WO-0000695,wood_pole,as_occurred
TLS-00692,2023-11-14 00:00:00,,,routine,2023-11-14 00:00:00,226.11,WO-0000696,steel_lattice,as_occurred
TLS-00784,2023-11-14 00:00:00,,,vegetation,2023-11-17 00:00:00,1460.09,WO-0000697,steel_lattice,reported_late
WMN-03013,2023-11-15 00:00:00,,,inspection,2023-11-15 00:00:00,290.63,WO-0000698,cast_iron,as_occurred
TLS-00627,2023-11-15 00:00:00,,,inspection,2023-11-15 00:00:00,1931.34,WO-0000699,steel_lattice,as_occurred
PMP-02465,2023-11-15 00:00:00,,,inspection,2023-11-15 00:00:00,1267.39,WO-0000700,standard,as_occurred
TLS-00471,2023-11-15 00:00:00,,,routine,2023-11-15 00:00:00,729.51,WO-0000701,steel_lattice,as_occurred
TLS-00812,2023-11-15 00:00:00,,,inspection,2023-11-15 00:00:00,1742.62,WO-0000702,concrete,as_occurred
LEGACY-008298,2023-11-16 00:00:00,,,routine,2023-11-16 00:00:00,858.81,WO-0000703,,as_occurred
TLS-01115,2023-11-16 00:00:00,,,routine,2023-11-16 00:00:00,667.48,WO-0000704,steel_monopole,as_occurred
LEGACY-058754,2023-11-16 00:00:00,,,routine,2023-11-16 00:00:00,312.57,WO-0000705,,as_occurred
TLS-01139,2023-11-16 00:00:00,,,vegetation,2023-11-16 00:00:00,375.79,WO-0000706,steel_lattice,as_occurred
WMN-02987,2023-11-17 00:00:00,,,routine,2023-11-17 00:00:00,1522.73,WO-0000707,C.I.,as_occurred
TNK-02603,2023-11-17 00:00:00,,,vegetation,2023-11-17 00:00:00,681.37,WO-0000708,standard,as_occurred
TLS-00834,2023-11-17 00:00:00,,,routine,2023-11-17 00:00:00,533.5,WO-0000709,steel_lattice,as_occurred
TSS-00002,2023-11-17 00:00:00,,,vegetation,2023-11-17 00:00:00,489.3,WO-0000710,standard,as_occurred
TLS-00603,2023-11-17 00:00:00,,,routine,2023-11-17 00:00:00,1036.45,WO-0000711,steel_lattice,as_occurred
WMN-03150,2023-11-17 00:00:00,,,vegetation,2023-11-17 00:00:00,473.06,WO-0000712,asbestos_cement,as_occurred
DFR-01547,2023-11-17 00:00:00,,,inspection,2023-11-20 00:00:00,3570.81,WO-0000713,composite_pole,reported_late
DFR-01650,2023-11-17 00:00:00,,,routine,2023-11-17 00:00:00,1031.26,WO-0000714,wood_pole,as_occurred
TLS-00964,2023-11-18 00:00:00,,,routine,2023-11-18 00:00:00,328.53,WO-0000715,concrete,as_occurred
WMN-02836,2023-11-18 00:00:00,,,inspection,2023-11-18 00:00:00,1892.1,WO-0000716,ductile_iron,as_occurred
TLS-00428,2023-11-18 00:00:00,,,routine,2023-11-18 00:00:00,415.14,WO-0000717,steel_lattice,as_occurred
WMN-03405,2023-11-18 00:00:00,,,inspection,2023-11-18 00:00:00,1001.68,WO-0000718,CI,as_occurred
DSS-00138,2023-11-18 00:00:00,,,vegetation,2023-11-18 00:00:00,291.29,WO-0000719,standard,as_occurred
PMP-02480,2023-11-18 00:00:00,,,inspection,2023-11-18 00:00:00,539.47,WO-0000720,standard,as_occurred
RCL-02062,2023-11-18 00:00:00,,,inspection,2023-11-18 00:00:00,701.43,WO-0000721,standard,as_occurred
LEGACY-073919,2023-11-18 00:00:00,,,vegetation,2023-11-18 00:00:00,886.74,WO-0000722,,as_occurred
TLS-00753,2023-11-19 00:00:00,,,inspection,2023-11-19 00:00:00,2450.96,WO-0000723,concrete,as_occurred
TLS-00628,2023-11-19 00:00:00,,,routine,2023-11-19 00:00:00,129.5,WO-0000724,steel_lattice,as_occurred
INT-03483,2023-11-19 00:00:00,,,vegetation,2023-11-19 00:00:00,369.0,WO-0000725,standard,as_occurred
TLS-00419,2023-11-19 00:00:00,,,routine,2023-11-19 00:00:00,275.27,WO-0000726,concrete,as_occurred
TLS-00784,2023-11-19 00:00:00,,,routine,2023-11-19 00:00:00,551.66,WO-0000727,steel_lattice,as_occurred
TLS-00538,2023-11-19 00:00:00,,,inspection,2023-11-19 00:00:00,674.79,WO-0000728,concrete,as_occurred
DSS-00321,2023-11-20 00:00:00,,,inspection,2023-11-23 00:00:00,468.1,WO-0000729,standard,reported_late
WMN-02765,2023-11-20 00:00:00,,,routine,2023-11-20 00:00:00,841.85,WO-0000730,Ductile Iron,as_occurred
WMN-02871,2023-11-20 00:00:00,,,inspection,2023-11-20 00:00:00,674.12,WO-0000731,ductile_iron,as_occurred
DFR-01738,2023-11-21 00:00:00,,,vegetation,2023-11-21 00:00:00,703.49,WO-0000732,wood_pole,as_occurred
DFR-01617,2023-11-21 00:00:00,,,routine,2023-11-21 00:00:00,2411.86,WO-0000733,wood_pole,as_occurred
DFR-01685,2023-11-21 00:00:00,,,inspection,2023-11-21 00:00:00,542.38,WO-0000734,wood_pole,as_occurred
TLS-00595,2023-11-21 00:00:00,,,vegetation,2023-11-21 00:00:00,656.52,WO-0000735,steel_lattice,as_occurred
TLS-00413,2023-11-21 00:00:00,,,routine,2023-11-21 00:00:00,1005.19,WO-0000736,steel_lattice,as_occurred
DSS-00191,2023-11-21 00:00:00,,,routine,2023-11-21 00:00:00,406.47,WO-0000737,standard,as_occurred
WMN-03469,2023-11-21 00:00:00,,,routine,2023-11-24 00:00:00,1128.74,WO-0000738,ductile_iron,reported_late
TLS-00780,2023-11-22 00:00:00,,,routine,2023-11-22 00:00:00,947.47,WO-0000739,steel_lattice,as_occurred
PMP-02315,2023-11-22 00:00:00,,,routine,2023-11-22 00:00:00,221.27,WO-0000740,standard,as_occurred
TNK-02606,2023-11-22 00:00:00,,,inspection,2023-11-22 00:00:00,1062.16,WO-0000741,standard,as_occurred
DFR-01597,2023-11-22 00:00:00,,,routine,2023-11-22 00:00:00,1992.19,WO-0000742,WOOD POLE,as_occurred
PMP-02392,2023-11-23 00:00:00,,,routine,2023-11-23 00:00:00,293.24,WO-0000743,standard,as_occurred
LEGACY-092136,2023-11-23 00:00:00,,,routine,2023-11-23 00:00:00,296.11,WO-0000744,,as_occurred
TLS-00927,2023-11-24 00:00:00,,,vegetation,2023-11-24 00:00:00,355.88,WO-0000745,steel_monopole,as_occurred
PMP-02335,2023-11-24 00:00:00,,,routine,2023-11-24 00:00:00,399.33,WO-0000746,standard,as_occurred
TLS-01069,2023-11-24 00:00:00,,,routine,2023-11-24 00:00:00,498.69,WO-0000747,steel_lattice,as_occurred
DSS-00133,2023-11-24 00:00:00,,,routine,2023-11-24 00:00:00,689.37,WO-0000748,standard,as_occurred
WTP-02224,2023-11-24 00:00:00,,,routine,2023-11-24 00:00:00,438.73,WO-0000749,standard,as_occurred
TLS-01190,2023-11-24 00:00:00,,,routine,2023-11-24 00:00:00,1431.92,WO-0000750,steel_monopole,as_occurred
TLS-00935,2023-11-24 00:00:00,,,inspection,2023-11-24 00:00:00,1360.75,WO-0000751,steel_monopole,as_occurred
RCL-02201,2023-11-25 00:00:00,,,inspection,2023-11-25 00:00:00,425.82,WO-0000752,standard,as_occurred
DFR-01504,2023-11-25 00:00:00,,,vegetation,2023-11-25 00:00:00,776.93,WO-0000753,concrete_pole,as_occurred
WMN-03300,2023-11-25 00:00:00,,,routine,2023-11-25 00:00:00,1232.28,WO-0000754,ductile_iron,as_occurred
DSS-00372,2023-11-25 00:00:00,,,inspection,2023-11-25 00:00:00,1096.96,WO-0000755,standard,as_occurred
WMN-03445,2023-11-25 00:00:00,,,routine,2023-11-25 00:00:00,765.48,WO-0000756,cast_iron,as_occurred
TLS-01119,2023-11-26 00:00:00,,,routine,2023-11-26 00:00:00,359.97,WO-0000757,steel_lattice,as_occurred
TLS-00930,2023-11-26 00:00:00,,,inspection,2023-11-26 00:00:00,277.49,WO-0000758,concrete,as_occurred
TLS-00672,2023-11-26 00:00:00,,,inspection,2023-11-26 00:00:00,307.88,WO-0000759,steel_monopole,as_occurred
TNK-02631,2023-11-26 00:00:00,,,inspection,2023-11-26 00:00:00,1320.41,WO-0000760,standard,as_occurred
DSS-00274,2023-11-26 00:00:00,,,routine,2023-11-26 00:00:00,1310.72,WO-0000761,standard,as_occurred
DFR-01354,2023-11-26 00:00:00,,,inspection,2023-11-26 00:00:00,816.65,WO-0000762,WOOD POLE,as_occurred
TLS-01275,2023-11-26 00:00:00,,,vegetation,2023-11-26 00:00:00,3813.03,WO-0000763,steel_monopole,as_occurred
DSS-00221,2023-11-26 00:00:00,,,routine,2023-11-26 00:00:00,646.36,WO-0000764,standard,as_occurred
DSS-00385,2023-11-27 00:00:00,,,inspection,2023-11-27 00:00:00,744.12,WO-0000765,standard,as_occurred
WMN-03085,2023-11-27 00:00:00,,,inspection,2023-11-27 00:00:00,1296.43,WO-0000766,ductile_iron,as_occurred
RCL-02062,2023-11-27 00:00:00,,,inspection,2023-11-27 00:00:00,1189.63,WO-0000767,standard,as_occurred
WMN-03384,2023-11-27 00:00:00,,,vegetation,2023-11-27 00:00:00,267.26,WO-0000768,ductile_iron,as_occurred
TLS-00631,2023-11-27 00:00:00,,,inspection,2023-11-27 00:00:00,536.8,WO-0000769,concrete,as_occurred
DFR-01481,2023-11-27 00:00:00,,,routine,2023-11-27 00:00:00,512.68,WO-0000770,wood_pole,as_occurred
TLS-00868,2023-11-28 00:00:00,,,routine,2023-12-01 00:00:00,667.03,WO-0000771,steel_lattice,reported_late
TLS-00573,2023-11-29 00:00:00,,,routine,2023-11-29 00:00:00,437.26,WO-0000772,steel_monopole,as_occurred
PMP-02377,2023-11-29 00:00:00,,,vegetation,2023-11-29 00:00:00,778.63,WO-0000773,standard,as_occurred
DSS-00200,2023-11-29 00:00:00,,,routine,2023-11-29 00:00:00,1347.85,WO-0000774,standard,as_occurred
PMP-02499,2023-11-29 00:00:00,,,vegetation,2023-11-29 00:00:00,382.7,WO-0000775,standard,as_occurred
DSS-00333,2023-11-29 00:00:00,,,inspection,2023-11-29 00:00:00,558.84,WO-0000776,standard,as_occurred
DFR-01654,2023-11-29 06:00:00,BASE-20231129-040,physical,corrective,2023-11-29 06:00:00,6225.7,WO-0000777,Wood Pole,as_occurred
WMN-02781,2023-11-29 06:00:00,BASE-20231129-040,physical,corrective,2023-11-29 06:00:00,3778.87,WO-0000778,ductile_iron,as_occurred
DFR-01928,2023-11-29 06:00:00,BASE-20231129-040,physical,corrective,2023-11-29 06:00:00,13694.24,WO-0000779,wood_pole,as_occurred
DSS-00182,2023-11-29 12:00:00,BASE-20231129-040,physical,corrective,2023-11-29 12:00:00,6840.0,WO-0000780,standard,as_occurred
WMN-03323,2023-11-29 12:00:00,BASE-20231129-040,physical,corrective,2023-11-29 12:00:00,6568.01,WO-0000781,ductile_iron,as_occurred
WMN-03059,2023-11-29 12:00:00,BASE-20231129-040,physical,corrective,2023-11-29 12:00:00,9295.07,WO-0000782,cast_iron,as_occurred
TLS-00981,2023-11-29 18:00:00,BASE-20231129-040,physical,corrective,2023-11-29 18:00:00,1907.13,WO-0000783,steel_lattice,as_occurred
WMN-02840,2023-11-29 18:00:00,BASE-20231129-040,physical,corrective,2023-11-29 18:00:00,5005.98,WO-0000784,cast-iron,as_occurred
LEGACY-041151,2023-11-29 18:00:00,BASE-20231129-040,physical,corrective,2023-11-29 18:00:00,8585.32,WO-0000785,,as_occurred
TLS-01277,2023-11-30 00:00:00,,,inspection,2023-12-03 00:00:00,341.91,WO-0000786,steel_lattice,reported_late
DSS-00387,2023-11-30 00:00:00,,,inspection,2023-11-30 00:00:00,114.99,WO-0000787,standard,as_occurred
PMP-02504,2023-11-30 00:00:00,,,routine,2023-11-30 00:00:00,282.45,WO-0000788,standard,as_occurred
WMN-03367,2023-11-30 00:00:00,,,inspection,2023-11-30 00:00:00,576.27,WO-0000789,ductile_iron,as_occurred
PMP-02492,2023-11-30 00:00:00,,,inspection,2023-11-30 00:00:00,574.23,WO-0000790,standard,as_occurred
DSS-00364,2023-11-30 00:00:00,,,vegetation,2023-11-30 00:00:00,843.47,WO-0000791,standard,as_occurred
TNK-02658,2023-11-30 00:00:00,,,inspection,2023-11-30 00:00:00,1229.96,WO-0000792,standard,as_occurred
TNK-02579,2023-11-30 00:00:00,,,vegetation,2023-11-30 00:00:00,1432.23,WO-0000793,standard,as_occurred
WMN-02991,2023-11-30 00:00:00,,,inspection,2023-11-30 00:00:00,1124.14,WO-0000794,pvc,as_occurred
TLS-00544,2023-12-01 00:00:00,,,inspection,2023-12-01 00:00:00,683.46,WO-0000795,steel_lattice,as_occurred
WMN-03061,2023-12-01 00:00:00,,,routine,2023-12-01 00:00:00,304.13,WO-0000796,steel,as_occurred
WMN-03168,2023-12-01 00:00:00,,,vegetation,2023-12-01 00:00:00,544.67,WO-0000797,asbestos_cement,as_occurred
WMN-03202,2023-12-01 00:00:00,,,inspection,2023-12-01 00:00:00,507.26,WO-0000798,ductile_iron,as_occurred
RCL-02166,2023-12-01 00:00:00,,,routine,2023-12-01 00:00:00,481.59,WO-0000799,standard,as_occurred
WMN-02917,2023-12-02 00:00:00,,,inspection,2023-12-02 00:00:00,2199.16,WO-0000800,ductile_iron,as_occurred
PMP-02426,2023-12-03 00:00:00,,,vegetation,2023-12-03 00:00:00,537.85,WO-0000801,standard,as_occurred
PMP-02487,2023-12-03 00:00:00,,,routine,2023-12-03 00:00:00,498.69,WO-0000802,standard,as_occurred
TLS-00995,2023-12-03 00:00:00,,,routine,2023-12-03 00:00:00,854.05,WO-0000803,steel_lattice,as_occurred
TSS-00050,2023-12-03 00:00:00,,,routine,2023-12-03 00:00:00,165.24,WO-0000804,standard,as_occurred
PMP-02521,2023-12-03 00:00:00,,,routine,2023-12-03 00:00:00,575.68,WO-0000805,standard,as_occurred
WMN-03219,2023-12-03 00:00:00,,,routine,2023-12-03 00:00:00,1014.23,WO-0000806,pvc,as_occurred
DFR-01371,2023-12-03 00:00:00,,,vegetation,2023-12-06 00:00:00,1195.9,WO-0000807,underground,reported_late
DSS-00283,2023-12-03 00:00:00,,,routine,2023-12-03 00:00:00,348.37,WO-0000808,standard,as_occurred
TLS-00931,2023-12-04 00:00:00,,,routine,2023-12-04 00:00:00,954.24,WO-0000809,steel_monopole,as_occurred
WMN-03304,2023-12-04 00:00:00,,,vegetation,2023-12-07 00:00:00,2722.83,WO-0000810,cast_iron,reported_late
DSS-00079,2023-12-04 00:00:00,,,inspection,2023-12-04 00:00:00,883.62,WO-0000811,standard,as_occurred
WMN-03452,2023-12-04 00:00:00,,,vegetation,2023-12-04 00:00:00,10639.89,WO-0000812,ductile_iron,as_occurred
DFR-01512,2023-12-04 00:00:00,,,inspection,2023-12-07 00:00:00,517.05,WO-0000813,wood_pole,reported_late
TLS-01036,2023-12-04 00:00:00,,,inspection,2023-12-04 00:00:00,1826.27,WO-0000814,steel_lattice,as_occurred
WMN-03098,2023-12-04 00:00:00,,,inspection,2023-12-04 00:00:00,623.63,WO-0000815,pvc,as_occurred
TLS-01150,2023-12-05 00:00:00,,,routine,2023-12-05 00:00:00,621.83,WO-0000816,steel_lattice,as_occurred
TLS-00436,2023-12-05 00:00:00,,,inspection,2023-12-05 00:00:00,1228.65,WO-0000817,steel_monopole,as_occurred
PMP-02403,2023-12-05 00:00:00,,,vegetation,2023-12-05 00:00:00,218.85,WO-0000818,standard,as_occurred
WMN-03099,2023-12-05 00:00:00,,,routine,2023-12-05 00:00:00,479.5,WO-0000819,cast_iron,as_occurred
DSS-00366,2023-12-05 00:00:00,,,routine,2023-12-05 00:00:00,1984.66,WO-0000820,standard,as_occurred
DFR-01701,2023-12-06 00:00:00,,,routine,2023-12-06 00:00:00,1018.41,WO-0000821,wood_pole,as_occurred
DFR-01831,2023-12-06 00:00:00,,,routine,2023-12-06 00:00:00,179.08,WO-0000822,Wood Pole,as_occurred
WMN-02728,2023-12-06 00:00:00,,,routine,2023-12-06 00:00:00,994.93,WO-0000823,Ductile Iron,as_occurred
RCL-02060,2023-12-06 00:00:00,,,inspection,2023-12-06 00:00:00,719.33,WO-0000824,standard,as_occurred
TLS-01026,2023-12-06 00:00:00,,,vegetation,2023-12-09 00:00:00,2909.29,WO-0000825,concrete,reported_late
DSS-00177,2023-12-06 00:00:00,,,inspection,2023-12-09 00:00:00,365.82,WO-0000826,standard,reported_late
LEGACY-095836,2023-12-06 00:00:00,,,routine,2023-12-06 00:00:00,510.08,WO-0000827,,as_occurred
TLS-01042,2023-12-06 00:00:00,,,routine,2023-12-06 00:00:00,843.3,WO-0000828,steel_lattice,as_occurred
TLS-01198,2023-12-07 00:00:00,,,vegetation,2023-12-07 00:00:00,5034.52,WO-0000829,steel_lattice,as_occurred
DFR-01929,2023-12-07 00:00:00,,,inspection,2023-12-07 00:00:00,198.89,WO-0000830,timber,as_occurred
