asset_class,lat,lon,lat_end,lon_end,length_km,install_year,design_life_years,material,_material_fragility,condition_score,criticality_tier,elevation_m,dist_to_coast_km,vegetation_density,drainage_quality,drought_susceptibility,_soil_corrosivity_true,_customer_density,zone_id,asset_id,network,site_elevation_m,flood_defence_m,has_backup_generation,backup_runtime_hours,diameter_mm,rating_mva,summer_load_factor,pump_rated_kw,last_inspected_year,customers_served,population_served_water,critical_facilities
transmission_span,31.41926067438791,-82.67178523206522,31.435872990492626,-82.69409058409086,2.804,1975,70,steel_monopole,0.7,57.4,3,40.1,167.16,0.76,0.682,0.733,0.713,0.0906,10,TLS-00436,electric,3.54,0.0,False,0,,,,,2024,0.0,0.0,0
transmission_span,32.37164105838966,-82.12951936218222,32.37815207385791,-82.09269870266026,3.527,1998,70,steel_lattice,0.8,69.0,1,66.91,266.01,0.814,0.627,1.0,0.868,0.1631,3,TLS-00437,electric,4.76,0.0,False,0,,,,,2025,0.0,0.0,0
transmission_span,30.589000289658138,-83.92736591707086,30.58463582093838,-83.89409633462691,3.216,1951,70,concrete,0.95,6.3,3,17.38,64.8,0.384,0.695,0.378,0.453,0.121,7,TLS-00438,electric,0.9,0.0,False,0,,,,,2021,0.0,0.0,0
transmission_span,31.454846014223847,-84.84569983949828,31.469287847328324,-84.87038458993328,2.834,1972,70,steel_lattice,0.8,42.5,3,38.02,151.76,0.651,0.66,0.675,0.524,0.1031,0,TLS-00439,electric,3.8,0.0,False,0,,,,,2021,0.0,0.0,0
transmission_span,31.376440257561047,-84.91513516153846,31.396846002098275,-84.9569952795037,4.568,1993,70,concrete,0.95,81.9,3,25.47,143.13,0.729,0.811,0.516,0.549,0.1113,0,TLS-00440,electric,5.15,0.0,False,0,,,,,2022,0.0,0.0,0
transmission_span,32.40757958767157,-85.19047480183174,32.39200320520048,-85.19008730541825,1.729,2005,70,steel_lattice,0.8,81.1,2,71.09,259.13,0.866,0.597,0.94,0.457,0.0907,0,TLS-00441,electric,1.03,0.0,False,0,,,,,2023,0.0,0.0,0
transmission_span,32.24933314230517,-85.95418423235648,32.25204497386266,-85.94179604639847,1.201,2025,70,steel_lattice,0.8,83.1,3,69.23,254.27,0.87,0.823,0.997,0.64,0.0906,0,TLS-00442,electric,1.7,0.0,False,0,,,,,2025,0.0,0.0,0
transmission_span,31.65176927217562,-83.47896308998591,31.653248308246518,-83.4600014748544,1.799,1974,70,steel_lattice,0.8,62.1,3,51.16,189.55,0.852,0.809,0.839,0.648,0.0906,1,TLS-00443,electric,3.14,0.0,False,0,,,,,2025,0.0,0.0,0
transmission_span,30.031079516823553,-82.43853323671487,30.048795356736257,-82.404060455851,3.852,1944,70,steel_monopole,0.7,36.6,3,2.6,10.93,0.219,0.744,0.281,0.469,0.0906,8,TLS-00444,electric,1.72,0.0,False,0,,,,,2021,0.0,0.0,0
transmission_span,31.022545938876178,-85.07305440548275,31.027814105386593,-85.09822600954502,2.465,1970,70,steel_lattice,0.8,56.3,3,22.42,104.48,0.576,0.602,0.53,0.413,0.1092,0,TLS-00445,electric,1.87,0.0,False,0,,,,,2024,0.0,0.0,0
transmission_span,31.915615848233006,-85.07443449993963,31.919109797344692,-85.0802474846342,0.671,1950,70,steel_monopole,0.7,52.0,3,48.13,203.62,0.853,0.791,0.863,0.56,0.1145,0,TLS-00446,electric,2.22,0.0,False,0,,,,,2023,0.0,0.0,0
transmission_span,32.537190118683114,-85.98525974560238,32.516479582881935,-85.98207638950994,2.318,1983,70,steel_monopole,0.7,71.3,3,82.11,286.87,0.788,0.476,1.0,0.631,0.0906,0,TLS-00447,electric,1.73,1.0,False,0,,,,,2026,0.0,0.0,0
transmission_span,32.154287210420065,-82.618649761889,32.178240222443264,-82.613802054214,2.698,1949,70,steel_lattice,0.8,26.6,3,64.01,248.39,0.854,0.673,0.826,1.0,0.0906,3,TLS-00448,electric,4.17,0.0,False,0,,,,,2025,0.0,0.0,0
transmission_span,30.321231066370267,-85.56699895558464,30.326904390816296,-85.56189897432183,0.797,1995,70,concrete,0.95,79.2,3,7.7,32.66,0.211,0.727,0.302,0.0,0.0906,9,TLS-00449,electric,0.77,0.0,False,0,,,,,2022,0.0,0.0,0
transmission_span,30.353908876493257,-83.39744524361939,30.367075445694784,-83.40802289072668,1.778,1959,70,steel_lattice,0.8,43.5,2,11.38,46.5,0.318,0.558,0.297,0.515,0.0906,11,TLS-00450,electric,0.84,0.0,False,0,,,,,2020,0.0,0.0,0
transmission_span,32.66897764069125,-85.64299838611728,32.685688987524834,-85.65107233446528,2.003,1985,70,steel_monopole,0.7,84.9,3,85.46,294.62,0.841,0.687,1.0,0.377,0.0906,0,TLS-00451,electric,2.35,0.0,False,0,,,,,2025,0.0,0.0,0
transmission_span,30.40016189065889,-82.48437565518564,30.392211968789223,-82.48771543053529,0.939,1991,70,steel_lattice,0.8,66.3,3,10.57,52.43,0.377,0.717,0.409,0.551,0.0906,8,TLS-00452,electric,1.31,0.0,False,0,,,,,2025,0.0,0.0,0
transmission_span,32.44217276629105,-84.20828004415226,32.43687152092593,-84.21089477740014,0.637,1971,70,steel_lattice,0.8,46.1,3,72.45,266.24,0.843,0.577,0.996,0.582,0.2039,4,TLS-00453,electric,1.36,0.0,False,0,,,,,2018,0.0,0.0,0
transmission_span,30.338477142178274,-85.77770820708939,30.330611089963647,-85.78003279331263,0.901,1982,70,steel_lattice,0.8,61.1,3,4.45,38.53,0.221,0.644,0.29,0.106,0.0906,9,TLS-00454,electric,2.33,0.0,False,0,,,,,2024,0.0,0.0,0
transmission_span,30.094957725746664,-84.22426721447202,30.07499354478636,-84.2502937421945,3.34,2010,70,steel_lattice,0.8,91.9,3,0.3,5.48,0.324,0.531,0.234,0.287,0.0906,9,TLS-00455,electric,1.08,0.0,False,0,,,,,2025,0.0,0.0,0
transmission_span,32.783066437782594,-85.29495411781596,32.78836098900707,-85.26888982981555,2.502,1973,70,steel_lattice,0.8,64.3,2,90.88,301.91,0.849,0.704,1.0,0.331,0.0906,0,TLS-00456,electric,6.05,0.0,False,0,,,,,2022,0.0,0.0,0
transmission_span,30.578907486328855,-84.93517833045539,30.602399107771486,-84.96048955457043,3.557,1955,70,steel_lattice,0.8,34.5,3,12.68,54.64,0.437,0.819,0.333,0.2,0.0925,9,TLS-00457,electric,4.41,0.0,False,0,,,,,2025,0.0,0.0,0
transmission_span,32.66398693939937,-85.8723292327857,32.67768145566408,-85.8652951034144,1.656,1974,70,steel_lattice,0.8,66.0,3,90.72,298.59,0.88,0.724,1.0,0.504,0.0906,0,TLS-00458,electric,2.81,0.0,False,0,,,,,2020,0.0,0.0,0
transmission_span,31.64199250671598,-81.54003721210786,31.6161827031853,-81.51799919988835,3.542,1989,70,steel_lattice,0.8,62.1,3,33.95,173.09,0.739,0.802,0.734,0.728,0.0906,3,TLS-00459,electric,2.67,0.0,False,0,,,,,2020,0.0,0.0,0
transmission_span,32.32715013257896,-85.76917383022158,32.30677446529858,-85.7228801472153,4.896,1974,70,steel_lattice,0.8,68.7,2,68.26,259.1,0.674,0.607,0.933,0.571,0.0906,0,TLS-00460,electric,5.4,0.0,False,0,,,,,2023,0.0,0.0,0
transmission_span,31.925196685934868,-85.16503240765039,31.941321435903287,-85.16320588198191,1.798,1966,70,steel_lattice,0.8,65.6,2,46.99,205.36,0.841,0.801,0.735,0.478,0.1284,0,TLS-00461,electric,2.91,0.0,False,0,,,,,2024,0.0,0.0,0
transmission_span,30.083061927486664,-84.41124777231094,30.08699242472946,-84.40390922146159,0.829,1958,70,steel_lattice,0.8,40.2,2,0.3,1.89,0.137,0.774,0.122,0.226,0.0906,9,TLS-00462,electric,0.98,1.57,False,0,,,,,2025,0.0,0.0,0
transmission_span,29.956924165561876,-83.57661692900436,29.969508340512952,-83.60137284847971,2.76,1945,70,steel_monopole,0.7,10.3,3,9.92,0.09,0.18,0.645,0.172,0.465,0.0906,11,TLS-00463,electric,0.81,1.53,False,0,,,,,2024,0.0,0.0,0
transmission_span,31.18144208891359,-82.69496874778221,31.20282478054544,-82.718624292286,3.268,1995,70,steel_lattice,0.8,80.8,3,31.68,140.9,0.824,0.726,0.576,0.604,0.0906,10,TLS-00464,electric,2.54,0.0,False,0,,,,,2023,0.0,0.0,0
transmission_span,31.566474026498113,-83.44493170435416,31.56570362203541,-83.43470903632209,0.971,1981,70,steel_lattice,0.8,63.6,3,52.5,180.52,0.837,0.935,0.69,0.585,0.0906,6,TLS-00465,electric,1.65,1.72,False,0,,,,,2019,0.0,0.0,0
transmission_span,32.52214673628144,-84.90772001686864,32.529361803527344,-84.92314129291823,1.651,2004,70,steel_lattice,0.8,79.1,3,72.1,270.29,0.813,0.655,1.0,0.453,0.1202,4,TLS-00466,electric,1.29,0.0,False,0,,,,,2021,0.0,0.0,0
transmission_span,30.20896962670837,-85.20346434998801,30.183775420262183,-85.2077404643219,2.826,1973,70,steel_lattice,0.8,48.9,3,0.54,15.21,0.21,0.81,0.224,0.0,0.0906,9,TLS-00467,electric,2.15,0.0,False,0,,,,,2021,0.0,0.0,0
transmission_span,31.3889582080871,-83.28172704458382,31.412719098609074,-83.25815943315611,3.456,2010,70,steel_lattice,0.8,74.4,2,44.03,162.62,0.721,0.698,0.676,0.58,0.0906,6,TLS-00468,electric,2.72,0.0,False,0,,,,,2022,0.0,0.0,0
transmission_span,31.738974485802537,-82.18728142687874,31.736712230586683,-82.22152510762537,3.242,1958,70,concrete,0.95,39.1,2,40.53,196.8,0.833,0.512,0.669,0.807,0.0906,3,TLS-00469,electric,9.04,0.0,False,0,,,,,2022,0.0,0.0,0
transmission_span,32.01200199585352,-82.06492167124138,32.006011934296076,-82.06175184566543,0.729,1964,70,steel_lattice,0.8,63.7,3,46.46,224.89,0.885,0.746,0.862,0.895,0.105,3,TLS-00470,electric,0.21,0.0,False,0,,,,,2024,0.0,0.0,0
transmission_span,31.44972491375685,-83.79002005869492,31.468968990741313,-83.79831690929012,2.276,1978,70,steel_lattice,0.8,64.1,2,46.17,162.53,0.735,0.698,0.688,0.468,0.0906,6,TLS-00471,electric,3.13,0.0,False,0,,,,,2023,0.0,0.0,0
transmission_span,30.84520603921384,-81.9301877257989,30.84826813866049,-81.92543098656253,0.567,1973,70,steel_lattice,0.8,37.0,3,14.22,92.73,0.484,0.576,0.489,0.526,0.0906,8,TLS-00472,electric,0.65,0.0,False,0,,,,,2021,0.0,0.0,0
transmission_span,30.907166127071562,-84.53245171721231,30.89107822858561,-84.51188334877162,2.651,1976,70,steel_lattice,0.8,57.4,2,17.6,92.25,0.327,0.484,0.41,0.487,0.5514,7,TLS-00473,electric,2.87,0.0,False,0,,,,,2024,0.0,0.0,0
transmission_span,30.14976031792781,-81.7595477049593,30.169433635591215,-81.77204508797797,2.492,1960,70,steel_monopole,0.7,68.1,3,0.3,12.0,0.146,0.611,0.168,0.249,0.0906,8,TLS-00474,electric,4.57,0.0,False,0,,,,,2022,0.0,0.0,0
transmission_span,32.81073655940831,-82.56534450968665,32.80840414221608,-82.51865478825025,4.363,1971,70,steel_monopole,0.7,34.5,3,90.76,320.81,0.997,0.672,1.0,0.864,0.0909,5,TLS-00475,electric,2.85,0.0,False,0,,,,,2020,0.0,0.0,0
transmission_span,31.35601835026568,-82.48536212590868,31.33610349759914,-82.50409901291708,2.836,1991,70,steel_lattice,0.8,67.5,3,29.19,158.54,0.777,0.677,0.641,0.695,0.0906,10,TLS-00476,electric,1.88,0.0,False,0,,,,,2022,0.0,0.0,0
transmission_span,30.091725656816706,-85.21958806057185,30.100938005100275,-85.19997799530577,2.143,2015,70,steel_lattice,0.8,93.5,3,2.72,2.35,0.347,0.766,0.101,0.017,0.0906,9,TLS-00477,electric,0.82,0.0,False,0,,,,,2024,0.0,0.0,0
transmission_span,31.55153330487766,-84.79560346382303,31.559901714310055,-84.80895638867425,1.568,1963,70,steel_lattice,0.8,47.6,3,40.59,162.53,0.656,0.697,0.761,0.503,0.0972,0,TLS-00478,electric,3.32,0.0,False,0,,,,,2021,0.0,0.0,0
transmission_span,32.55096344064772,-82.3000246880545,32.54593435368067,-82.34526894756522,4.27,1948,70,steel_lattice,0.8,37.5,3,73.86,288.75,0.94,0.6,1.0,0.869,0.1147,5,TLS-00479,electric,2.47,0.0,False,0,,,,,2025,0.0,0.0,0
transmission_span,31.05268427845124,-85.81309706164204,31.076472140219085,-85.79689793174789,3.057,1982,70,steel_monopole,0.7,49.5,2,30.59,118.52,0.602,0.624,0.545,0.322,0.1068,0,TLS-00480,electric,7.54,0.0,False,0,,,,,2025,0.0,0.0,0
transmission_span,32.36421920523998,-85.08844513601493,32.37383360497077,-85.09604921862054,1.283,1976,70,steel_lattice,0.8,39.2,3,66.25,253.51,1.0,0.704,0.96,0.459,0.0912,0,TLS-00481,electric,2.11,0.0,False,0,,,,,2024,0.0,0.0,0
transmission_span,32.821291196131654,-85.33791997630338,32.79256417378302,-85.34390856297166,3.237,1987,70,steel_lattice,0.8,76.9,3,86.06,306.68,0.818,0.679,1.0,0.286,0.0906,0,TLS-00482,electric,4.65,0.0,False,0,,,,,2018,0.0,0.0,0
transmission_span,30.13331015671164,-83.87540207602868,30.108923780871805,-83.87768820153937,2.716,1981,70,steel_lattice,0.8,57.4,2,5.52,15.05,0.303,0.852,0.174,0.449,0.0906,11,TLS-00483,electric,1.52,1.26,False,0,,,,,2024,0.0,0.0,0
transmission_span,30.720633066715795,-83.86549585782147,30.748084306038656,-83.88187096805248,3.424,1975,70,steel_lattice,0.8,61.4,3,17.85,80.4,0.345,0.723,0.367,0.565,0.1219,7,TLS-00484,electric,2.93,0.0,False,0,,,,,2023,0.0,0.0,0
transmission_span,31.83320043670809,-81.5564590339616,31.82808870402682,-81.52547630275164,2.976,1992,70,steel_monopole,0.7,81.1,3,38.92,194.64,0.911,0.718,0.806,0.849,0.0931,3,TLS-00485,electric,2.45,0.0,False,0,,,,,2018,0.0,0.0,0
transmission_span,30.777169094902796,-82.47156307047955,30.76082371899112,-82.50806570026278,3.926,1981,70,steel_lattice,0.8,55.8,3,14.71,94.13,0.411,0.542,0.5,0.46,0.0906,8,TLS-00486,electric,1.76,0.0,False,0,,,,,2021,0.0,0.0,0
transmission_span,30.02746730476739,-84.08370816721234,30.00987954031122,-84.09432776587049,2.203,2001,70,steel_lattice,0.8,83.8,3,2.39,0.02,0.176,0.691,0.129,0.302,0.0906,11,TLS-00487,electric,0.33,0.72,False,0,,,,,2023,0.0,0.0,0
transmission_span,30.568455351690254,-83.19644156104131,30.57156969613887,-83.20154418433754,0.598,1962,70,steel_lattice,0.8,71.4,3,20.21,72.27,0.52,0.696,0.337,0.635,0.0906,10,TLS-00488,electric,1.48,0.0,False,0,,,,,2020,0.0,0.0,0
transmission_span,30.345741946381025,-81.673189247589,30.356068797041765,-81.65634687247739,1.979,1955,70,steel_lattice,0.8,53.1,3,0.3,31.94,0.274,0.671,0.221,0.261,0.0906,8,TLS-00489,electric,0.65,0.0,False,0,,,,,2023,0.0,0.0,0
transmission_span,31.965558664437072,-82.64286659005491,31.98582039793262,-82.66069798787935,2.807,1979,70,steel_lattice,0.8,62.8,3,58.03,227.61,0.872,0.665,0.88,1.0,0.0906,3,TLS-00490,electric,0.35,0.0,False,0,,,,,2023,0.0,0.0,0
transmission_span,30.444779146242013,-81.64714833333986,30.435914407218213,-81.64058136405819,1.168,1979,70,concrete,0.95,71.2,3,4.15,42.39,0.239,0.701,0.229,0.348,0.0906,8,TLS-00491,electric,1.63,0.0,False,0,,,,,2025,0.0,0.0,0
transmission_span,31.394539397181724,-83.18072791633806,31.40193933463029,-83.16549509892067,1.661,1966,70,steel_lattice,0.8,51.3,3,46.38,164.08,0.823,0.596,0.632,0.637,0.0906,10,TLS-00492,electric,2.78,0.0,False,0,,,,,2020,0.0,0.0,0
transmission_span,30.754199280633205,-83.68039100112175,30.75044063344788,-83.68386078182907,0.533,1976,70,steel_lattice,0.8,50.9,3,27.38,87.05,0.647,0.731,0.545,0.562,0.0916,7,TLS-00493,electric,5.1,0.0,False,0,,,,,2024,0.0,0.0,0
transmission_span,30.100962167988868,-83.60605875719881,30.11714769272317,-83.58715262042264,2.554,1972,70,concrete,0.95,39.1,3,9.87,15.65,0.107,0.553,0.151,0.478,0.0906,11,TLS-00494,electric,0.88,2.04,False,0,,,,,2021,0.0,0.0,0
transmission_span,30.755728310078666,-82.28386785766968,30.766209187072185,-82.24988466400637,3.444,1987,70,steel_monopole,0.7,71.7,3,17.56,89.23,0.458,0.605,0.384,0.37,0.0906,8,TLS-00495,electric,1.81,2.21,False,0,,,,,2021,0.0,0.0,0
transmission_span,31.787675872090944,-82.5315126874778,31.79855900027604,-82.54242445135917,1.587,1935,70,steel_monopole,0.7,28.5,3,43.61,206.93,0.911,0.643,0.877,0.911,0.0906,3,TLS-00496,electric,1.22,0.0,False,0,,,,,2024,0.0,0.0,0
transmission_span,31.143887598216708,-81.74318618812657,31.13161643714998,-81.75715376181961,1.902,1982,70,steel_monopole,0.7,77.9,3,20.73,122.0,0.437,0.619,0.502,0.667,0.0906,8,TLS-00497,electric,0.5,0.0,False,0,,,,,2024,0.0,0.0,0
transmission_span,31.019846960870623,-83.20542864180338,30.97678204228198,-83.24222526332127,5.925,1979,70,steel_lattice,0.8,46.3,2,32.49,122.3,0.742,0.592,0.519,0.487,0.0906,10,TLS-00498,electric,2.03,0.0,False,0,,,,,2024,0.0,0.0,0
transmission_span,31.76199065495527,-84.61799446451111,31.771433239262617,-84.63092171407891,1.608,1932,70,steel_monopole,0.7,28.2,2,46.75,186.54,0.742,0.814,0.805,0.436,0.1723,4,TLS-00499,electric,1.94,0.0,False,0,,,,,2021,0.0,0.0,0
transmission_span,30.337259567205255,-82.11640210317066,30.34455876683739,-82.12707440099534,1.305,1983,70,steel_lattice,0.8,77.5,3,5.58,39.95,0.441,0.734,0.194,0.397,0.0906,8,TLS-00500,electric,1.17,0.0,False,0,,,,,2025,0.0,0.0,0
transmission_span,32.29213080470101,-81.96561918765141,32.276305453765005,-81.9592005028312,1.857,1998,70,steel_monopole,0.7,88.5,2,52.29,254.05,0.738,0.592,1.0,0.806,0.4471,3,TLS-00501,electric,7.13,0.0,False,0,,,,,2022,0.0,0.0,0
transmission_span,31.86371323307562,-83.39280309011616,31.885130162461707,-83.390787480765,2.385,1971,70,steel_lattice,0.8,54.7,3,62.14,214.14,0.851,0.73,0.802,0.725,0.0906,1,TLS-00502,electric,1.29,0.0,False,0,,,,,2023,0.0,0.0,0
transmission_span,30.751296210892455,-83.7546027426322,30.732506515645913,-83.73221414619135,2.985,1949,70,steel_lattice,0.8,43.5,3,20.53,85.57,0.522,0.742,0.383,0.533,0.0954,7,TLS-00503,electric,2.22,0.0,False,0,,,,,2021,0.0,0.0,0
transmission_span,31.408851599252895,-83.38561698309638,31.450614522322084,-83.40105701849261,4.861,1961,70,steel_monopole,0.7,62.8,2,44.58,163.74,0.849,0.572,0.684,0.589,0.0906,6,TLS-00504,electric,2.35,0.0,False,0,,,,,2018,0.0,0.0,0
transmission_span,31.009094146767914,-85.22237383611865,31.007642303807682,-85.19905513214827,2.224,1993,70,steel_lattice,0.8,76.3,3,25.36,104.21,0.511,0.752,0.473,0.359,0.1057,0,TLS-00505,electric,2.29,0.0,False,0,,,,,2024,0.0,0.0,0
transmission_span,31.2954294285416,-83.08984332634017,31.284154500978854,-83.11931238984266,3.063,1943,70,concrete,0.95,2.0,3,31.96,153.63,0.677,0.678,0.569,0.582,0.0906,10,TLS-00506,electric,2.47,0.0,False,0,,,,,2018,0.0,0.0,0
transmission_span,31.937133073224622,-85.4742176132165,31.929237301435045,-85.48295437213689,1.202,2000,70,steel_monopole,0.7,70.7,3,53.92,210.49,0.962,0.743,1.0,0.562,0.1143,0,TLS-00507,electric,2.2,1.72,False,0,,,,,2024,0.0,0.0,0
transmission_span,30.76579482456316,-83.78906681286519,30.753603216912133,-83.80789569364204,2.249,1983,70,steel_lattice,0.8,77.5,3,23.9,86.63,0.391,0.661,0.411,0.387,0.1004,7,TLS-00508,electric,1.38,0.0,False,0,,,,,2024,0.0,0.0,0
transmission_span,31.36210663062468,-83.4570522939463,31.358021076252626,-83.45907562261452,0.492,1982,70,steel_lattice,0.8,72.7,3,42.82,157.68,0.711,0.628,0.592,0.632,0.0906,6,TLS-00509,electric,3.96,0.0,False,0,,,,,2025,0.0,0.0,0
transmission_span,30.83658792065142,-81.76907274388711,30.83818106131079,-81.74625298189885,2.182,1994,70,concrete,0.95,79.9,2,6.44,88.43,0.556,0.705,0.436,0.498,0.0906,8,TLS-00510,electric,1.6,0.0,False,0,,,,,2023,0.0,0.0,0
transmission_span,31.66360489694926,-85.99381871016689,31.680542981613357,-86.02592234561699,3.569,2022,70,steel_monopole,0.7,99.4,3,51.33,190.08,0.943,0.672,0.81,0.495,0.0908,0,TLS-00511,electric,0.81,0.0,False,0,,,,,2019,0.0,0.0,0
transmission_span,30.039858170083786,-83.17854752393251,30.030071822827722,-83.177328656805,1.093,1944,70,concrete,0.95,42.2,2,6.28,13.73,0.281,0.684,0.122,0.623,0.0906,11,TLS-00512,electric,1.99,1.09,False,0,,,,,2025,0.0,0.0,0
transmission_span,30.200878098000096,-84.23724160970635,30.212911095122426,-84.20723811042109,3.173,1956,70,steel_lattice,0.8,31.5,3,6.05,17.06,0.199,0.772,0.202,0.237,0.091,9,TLS-00513,electric,0.65,0.0,False,0,,,,,2024,0.0,0.0,0
transmission_span,30.37492173805283,-82.32993845138654,30.39989635981919,-82.33971936081527,2.926,1974,70,concrete,0.95,59.0,2,8.19,47.65,0.33,0.581,0.304,0.359,0.0906,8,TLS-00514,electric,2.33,0.0,False,0,,,,,2024,0.0,0.0,0
transmission_span,31.632888174413964,-82.43505952286864,31.59842770651037,-82.42991997720696,3.856,2003,70,steel_monopole,0.7,100.0,3,41.11,188.69,0.93,0.764,0.803,0.896,0.0906,3,TLS-00515,electric,1.37,0.0,False,0,,,,,2026,0.0,0.0,0
transmission_span,31.56612220132204,-85.84436824555827,31.562389207858562,-85.86813936519845,2.286,1985,70,steel_lattice,0.8,88.4,2,49.67,176.15,0.833,0.718,0.725,0.531,0.0997,0,TLS-00516,electric,1.46,0.0,False,0,,,,,2024,0.0,0.0,0
transmission_span,30.327648791313223,-83.90913630211928,30.32896957224763,-83.91829361795672,0.89,1966,70,steel_lattice,0.8,48.1,3,12.97,36.08,0.311,0.594,0.303,0.461,0.0911,11,TLS-00517,electric,2.71,0.0,False,0,,,,,2024,0.0,0.0,0
transmission_span,30.170396858574406,-81.98980911425231,30.19781128402856,-81.97312696234471,3.438,1984,70,steel_lattice,0.8,62.7,3,0.3,19.02,0.211,0.62,0.24,0.303,0.0906,8,TLS-00518,electric,0.7,0.0,False,0,,,,,2024,0.0,0.0,0
transmission_span,31.071720664192938,-84.13061150823043,31.07710031346413,-84.14178161103392,1.218,1973,70,concrete,0.95,46.9,1,31.54,115.23,0.531,0.553,0.65,0.509,0.325,7,TLS-00519,electric,1.22,0.0,False,0,,,,,2021,0.0,0.0,0
transmission_span,31.272390101737578,-84.84960085897865,31.2643363332005,-84.85635571436082,1.1,1963,70,steel_lattice,0.8,63.5,3,27.02,131.51,0.64,0.715,0.549,0.512,0.1617,0,TLS-00520,electric,5.37,0.0,False,0,,,,,2025,0.0,0.0,0
transmission_span,31.012767929046476,-84.89069048145853,30.986486495119564,-84.88700264816691,2.938,2006,70,steel_monopole,0.7,89.7,3,23.68,102.72,0.561,0.622,0.387,0.489,0.246,7,TLS-00521,electric,1.81,0.0,False,0,,,,,2024,0.0,0.0,0
transmission_span,32.10454887464183,-82.9045110533859,32.09555246727923,-82.90571222626035,1.005,2003,70,steel_lattice,0.8,100.0,1,62.58,243.93,0.854,0.791,0.938,0.956,0.0906,2,TLS-00522,electric,2.79,0.0,False,0,,,,,2025,0.0,0.0,0
transmission_span,30.23749362261418,-85.4554908007901,30.24829246508846,-85.4361616066639,2.207,1983,70,steel_monopole,0.7,62.9,2,0.94,21.54,0.295,0.651,0.217,0.0,0.0906,9,TLS-00523,electric,0.88,0.0,False,0,,,,,2018,0.0,0.0,0
transmission_span,30.679620120888266,-81.59242765018452,30.702889889894625,-81.56866278001482,3.438,1971,70,steel_lattice,0.8,57.6,3,5.78,67.33,0.432,0.63,0.389,0.487,0.0906,8,TLS-00524,electric,1.43,0.0,False,0,,,,,2023,0.0,0.0,0
transmission_span,32.979254660582626,-85.58848592473498,32.97332404769808,-85.61575844473904,2.623,1988,70,steel_lattice,0.8,77.1,3,95.07,328.07,0.921,0.639,1.0,0.298,0.0906,0,TLS-00525,electric,1.19,0.0,False,0,,,,,2018,0.0,0.0,0
transmission_span,30.722864326576985,-84.87334899082477,30.708390579089638,-84.78769147823814,8.33,1983,70,steel_monopole,0.7,85.8,3,12.32,70.52,0.386,0.854,0.264,0.292,0.1193,9,TLS-00526,electric,0.29,0.0,False,0,,,,,2025,0.0,0.0,0
transmission_span,31.819253079615066,-85.57421551222477,31.830227767000718,-85.5899979241842,1.923,2007,70,steel_lattice,0.8,68.5,2,53.17,199.06,0.791,0.682,0.812,0.583,0.1202,0,TLS-00527,electric,3.45,0.0,False,0,,,,,2022,0.0,0.0,0
transmission_span,31.283544226274532,-84.76424804147415,31.323597347571997,-84.72274160876279,5.939,1965,70,steel_lattice,0.8,23.3,3,30.05,132.84,0.594,0.76,0.624,0.495,0.1917,7,TLS-00528,electric,4.86,0.0,False,0,,,,,2022,0.0,0.0,0
transmission_span,31.115225308028386,-85.94721294858081,31.063821537789572,-85.93281135674417,5.868,1986,70,steel_monopole,0.7,55.2,3,34.9,128.23,0.623,0.761,0.645,0.294,0.0944,0,TLS-00529,electric,2.61,0.0,False,0,,,,,2025,0.0,0.0,0
transmission_span,30.830067190221,-81.79764702881724,30.846017035139784,-81.79667449108263,1.773,1980,70,steel_monopole,0.7,67.7,3,6.76,88.31,0.447,0.596,0.422,0.548,0.0906,8,TLS-00530,electric,2.7,1.67,False,0,,,,,2025,0.0,0.0,0
transmission_span,30.194109788313753,-83.11767569763582,30.2013460732547,-83.09084920146972,2.696,1978,70,steel_lattice,0.8,58.3,2,11.25,31.24,0.329,0.649,0.256,0.62,0.0906,11,TLS-00531,electric,0.76,2.2,False,0,,,,,2023,0.0,0.0,0
transmission_span,30.896196408700636,-85.50485244916551,30.845114677851438,-85.47410599488907,6.382,1988,70,steel_monopole,0.7,67.6,2,21.04,95.44,0.588,0.719,0.535,0.273,0.1051,0,TLS-00532,electric,1.89,0.0,False,0,,,,,2019,0.0,0.0,0
transmission_span,32.423599841986864,-82.14720003969907,32.418419307409984,-82.10847302807186,3.674,1970,70,steel_monopole,0.7,63.3,2,67.07,272.09,0.792,0.774,1.0,0.832,0.1612,3,TLS-00533,electric,3.09,0.0,False,0,,,,,2020,0.0,0.0,0
transmission_span,30.74366334577968,-83.64800830680822,30.748541271512966,-83.64795793683501,0.541,1993,70,steel_lattice,0.8,65.4,3,26.14,86.37,0.464,0.694,0.473,0.659,0.091,7,TLS-00534,electric,1.01,0.0,False,0,,,,,2019,0.0,0.0,0
transmission_span,30.548559090346323,-83.32579702720734,30.5489030434567,-83.29026584030115,3.397,1974,70,steel_monopole,0.7,65.2,3,20.8,68.9,0.359,0.61,0.436,0.46,0.0906,10,TLS-00535,electric,4.36,1.39,False,0,,,,,2024,0.0,0.0,0
transmission_span,30.372998886074924,-84.34542648777406,30.380185630125453,-84.32322486885948,2.271,1970,70,steel_lattice,0.8,51.5,3,8.46,34.81,0.131,0.576,0.215,0.27,0.1043,9,TLS-00536,electric,1.89,0.0,False,0,,,,,2024,0.0,0.0,0
