scenario_id,hazard,asset_id,bucket,timestamp,failure_type,restore_hours,is_functional
WILD-20231008-015,wildfire,DFR-01571,5,2023-10-09 06:00:00,physical,9.4,False
WILD-20231008-015,wildfire,DFR-01798,5,2023-10-09 06:00:00,physical,9.7,False
WILD-20231008-015,wildfire,WMN-03345,6,2023-10-09 12:00:00,physical,16.8,False
WILD-20231008-015,wildfire,WMN-03075,6,2023-10-09 12:00:00,physical,16.3,False
WILD-20231008-015,wildfire,WMN-02703,6,2023-10-09 12:00:00,physical,21.5,False
WILD-20231008-015,wildfire,DFR-01758,6,2023-10-09 12:00:00,physical,7.6,False
WILD-20231008-015,wildfire,DFR-01446,6,2023-10-09 12:00:00,physical,8.0,False
WILD-20231008-015,wildfire,DFR-01697,6,2023-10-09 12:00:00,physical,7.1,False
WILD-20231008-015,wildfire,DFR-01691,6,2023-10-09 12:00:00,physical,9.1,False
WILD-20231008-015,wildfire,DFR-01502,6,2023-10-09 12:00:00,physical,15.9,False
WILD-20231008-015,wildfire,DFR-01749,6,2023-10-09 12:00:00,physical,4.0,False
WILD-20231008-015,wildfire,DFR-01675,7,2023-10-09 18:00:00,physical,6.7,False
WILD-20231008-015,wildfire,DFR-01351,7,2023-10-09 18:00:00,physical,10.7,False
WILD-20231008-015,wildfire,DFR-01477,7,2023-10-09 18:00:00,physical,13.2,False
WILD-20231008-015,wildfire,DFR-01657,7,2023-10-09 18:00:00,physical,6.2,False
WILD-20231008-015,wildfire,WMN-02945,7,2023-10-09 18:00:00,physical,22.3,False
WILD-20240303-016,wildfire,TLS-00772,0,2024-03-03 00:00:00,physical,11.0,False
WILD-20240303-016,wildfire,DFR-01321,0,2024-03-03 00:00:00,physical,6.1,False
WILD-20240303-016,wildfire,DFR-01493,0,2024-03-03 00:00:00,physical,5.9,False
WILD-20240303-016,wildfire,DSS-00365,1,2024-03-03 06:00:00,physical,13.5,False
WILD-20240303-016,wildfire,DFR-01480,1,2024-03-03 06:00:00,physical,3.5,False
WILD-20240303-016,wildfire,RCL-02092,1,2024-03-03 06:00:00,physical,5.0,False
WILD-20240303-016,wildfire,WMN-02685,1,2024-03-03 06:00:00,physical,28.3,False
WILD-20240303-016,wildfire,WMN-02859,1,2024-03-03 06:00:00,physical,18.6,False
WILD-20240303-016,wildfire,WMN-03283,1,2024-03-03 06:00:00,physical,20.8,False
WILD-20240303-016,wildfire,DFR-01812,2,2024-03-03 12:00:00,physical,15.4,False
WILD-20240303-016,wildfire,RCL-02142,2,2024-03-03 12:00:00,physical,14.8,False
WILD-20240303-016,wildfire,WMN-02946,2,2024-03-03 12:00:00,physical,9.2,False
WILD-20240303-016,wildfire,WMN-02854,3,2024-03-03 18:00:00,physical,13.5,False
WILD-20240303-016,wildfire,PMP-02431,3,2024-03-03 18:00:00,physical,19.0,False
WILD-20240303-016,wildfire,WMN-02805,3,2024-03-03 18:00:00,physical,20.1,False
WILD-20240303-016,wildfire,DFR-01789,3,2024-03-03 18:00:00,physical,6.0,False
WILD-20240303-016,wildfire,PMP-02397,3,2024-03-03 18:00:00,physical,24.8,False
WILD-20240303-016,wildfire,TLS-01294,4,2024-03-04 00:00:00,physical,13.9,False
WILD-20240303-016,wildfire,DFR-01758,4,2024-03-04 00:00:00,physical,7.9,False
WILD-20240303-016,wildfire,WMN-03315,4,2024-03-04 00:00:00,physical,18.4,False
WILD-20240303-016,wildfire,WMN-03372,4,2024-03-04 00:00:00,physical,18.6,False
WILD-20240303-016,wildfire,DFR-01871,5,2024-03-04 06:00:00,physical,7.4,False
WILD-20240303-016,wildfire,DFR-01548,5,2024-03-04 06:00:00,physical,7.3,False
WILD-20240303-016,wildfire,DFR-01776,5,2024-03-04 06:00:00,physical,5.1,False
WILD-20240303-016,wildfire,DFR-01633,6,2024-03-04 12:00:00,physical,6.4,False
WILD-20240303-016,wildfire,DFR-01763,6,2024-03-04 12:00:00,physical,6.1,False
WILD-20240303-016,wildfire,DFR-01936,6,2024-03-04 12:00:00,physical,20.4,False
WILD-20240303-016,wildfire,RCL-02140,6,2024-03-04 12:00:00,physical,6.3,False
WILD-20240303-016,wildfire,DFR-01507,7,2024-03-04 18:00:00,physical,7.6,False
WILD-20240303-016,wildfire,DFR-01433,7,2024-03-04 18:00:00,physical,7.3,False
WILD-20240303-016,wildfire,DFR-01762,7,2024-03-04 18:00:00,physical,6.0,False
WILD-20240303-016,wildfire,PMP-02310,1,2024-03-03 06:00:00,functional_power_loss,21.0,True
BASE-20240429-017,baseline,WMN-02969,0,2024-04-29 00:00:00,physical,8.9,False
BASE-20240429-017,baseline,TLS-00506,1,2024-04-29 06:00:00,physical,10.2,False
BASE-20240429-017,baseline,DFR-01402,1,2024-04-29 06:00:00,physical,7.7,False
BASE-20240429-017,baseline,WMN-02815,1,2024-04-29 06:00:00,physical,13.6,False
BASE-20240429-017,baseline,WMN-03303,1,2024-04-29 06:00:00,physical,9.7,False
BASE-20240429-017,baseline,PMP-02396,2,2024-04-29 12:00:00,physical,22.8,False
BASE-20240429-017,baseline,WMN-02945,2,2024-04-29 12:00:00,physical,16.4,False
BASE-20240429-017,baseline,WMN-03154,2,2024-04-29 12:00:00,physical,18.1,False
BASE-20240429-017,baseline,WMN-03173,2,2024-04-29 12:00:00,physical,18.3,False
BASE-20240429-017,baseline,WMN-03315,2,2024-04-29 12:00:00,physical,5.1,False
BASE-20240429-017,baseline,WMN-02776,3,2024-04-29 18:00:00,physical,7.9,False
BASE-20240429-017,baseline,WMN-02905,3,2024-04-29 18:00:00,physical,11.5,False
BASE-20240517-018,baseline,WMN-02676,1,2024-05-17 06:00:00,physical,15.3,False
BASE-20240517-018,baseline,WMN-02896,1,2024-05-17 06:00:00,physical,19.2,False
BASE-20240517-018,baseline,WMN-02853,2,2024-05-17 12:00:00,physical,29.2,False
BASE-20240517-018,baseline,WMN-02926,3,2024-05-17 18:00:00,physical,11.2,False
BASE-20240228-019,baseline,WMN-03299,0,2024-02-28 00:00:00,physical,9.3,False
BASE-20240228-019,baseline,WMN-03191,2,2024-02-28 12:00:00,physical,15.0,False
BASE-20240228-019,baseline,DFR-01928,3,2024-02-28 18:00:00,physical,6.5,False
BASE-20240228-019,baseline,WMN-02995,3,2024-02-28 18:00:00,physical,23.7,False
BASE-20240708-020,baseline,WMN-03154,0,2024-07-08 00:00:00,physical,10.5,False
BASE-20240708-020,baseline,WMN-02905,1,2024-07-08 06:00:00,physical,9.0,False
BASE-20240708-020,baseline,DSS-00240,2,2024-07-08 12:00:00,physical,28.9,False
BASE-20240708-020,baseline,DFR-01511,3,2024-07-08 18:00:00,physical,3.9,False
BASE-20230826-021,baseline,DFR-01772,0,2023-08-26 00:00:00,physical,6.3,False
BASE-20230826-021,baseline,DFR-01579,1,2023-08-26 06:00:00,physical,5.9,False
BASE-20230826-021,baseline,WMN-03102,1,2023-08-26 06:00:00,physical,16.9,False
BASE-20230826-021,baseline,DFR-01686,3,2023-08-26 18:00:00,physical,5.3,False
BASE-20230826-021,baseline,WMN-02815,3,2023-08-26 18:00:00,physical,20.1,False
BASE-20240306-022,baseline,DSS-00236,0,2024-03-06 00:00:00,physical,17.3,False
BASE-20240306-022,baseline,WMN-03315,2,2024-03-06 12:00:00,physical,16.6,False
BASE-20240306-022,baseline,PMP-02312,0,2024-03-06 00:00:00,functional_power_loss,24.5,True
BASE-20240306-022,baseline,WTP-02216,0,2024-03-06 00:00:00,functional_power_loss,21.3,True
BASE-20231028-023,baseline,WMN-03243,0,2023-10-28 00:00:00,physical,13.9,False
BASE-20231028-023,baseline,DSS-00159,1,2023-10-28 06:00:00,physical,13.1,False
BASE-20231028-023,baseline,WMN-03107,1,2023-10-28 06:00:00,physical,21.1,False
BASE-20231028-023,baseline,DFR-01686,2,2023-10-28 12:00:00,physical,15.0,False
BASE-20231028-023,baseline,DFR-01703,2,2023-10-28 12:00:00,physical,6.7,False
BASE-20231028-023,baseline,RCL-02154,2,2023-10-28 12:00:00,physical,8.5,False
BASE-20231028-023,baseline,WMN-03224,2,2023-10-28 12:00:00,physical,8.9,False
BASE-20231028-023,baseline,PMP-02416,1,2023-10-28 06:00:00,functional_power_loss,33.5,True
BASE-20240312-024,baseline,DSS-00210,0,2024-03-12 00:00:00,physical,23.6,False
BASE-20240312-024,baseline,WMN-03153,0,2024-03-12 00:00:00,physical,12.7,False
BASE-20240312-024,baseline,WMN-03315,0,2024-03-12 00:00:00,physical,7.8,False
BASE-20240312-024,baseline,DFR-01886,1,2024-03-12 06:00:00,physical,6.0,False
BASE-20240312-024,baseline,WMN-03299,1,2024-03-12 06:00:00,physical,13.3,False
BASE-20240312-024,baseline,DFR-01610,2,2024-03-12 12:00:00,physical,6.3,False
BASE-20240312-024,baseline,WMN-02840,2,2024-03-12 12:00:00,physical,11.1,False
BASE-20240312-024,baseline,WMN-03283,2,2024-03-12 12:00:00,physical,15.6,False
BASE-20240312-024,baseline,WMN-03322,3,2024-03-12 18:00:00,physical,19.9,False
BASE-20240312-024,baseline,PMP-02419,0,2024-03-12 00:00:00,functional_power_loss,46.2,True
BASE-20240312-024,baseline,PMP-02456,0,2024-03-12 00:00:00,functional_power_loss,21.5,True
BASE-20240320-025,baseline,DFR-01319,0,2024-03-20 00:00:00,physical,3.9,False
BASE-20240320-025,baseline,DFR-01318,1,2024-03-20 06:00:00,physical,6.5,False
BASE-20240320-025,baseline,DFR-01651,1,2024-03-20 06:00:00,physical,4.5,False
BASE-20240320-025,baseline,WMN-02789,3,2024-03-20 18:00:00,physical,11.1,False
BASE-20240711-026,baseline,RCL-02200,1,2024-07-11 06:00:00,physical,6.6,False
BASE-20240711-026,baseline,RCL-02104,3,2024-07-11 18:00:00,physical,9.6,False
BASE-20240428-027,baseline,WMN-02812,0,2024-04-28 00:00:00,physical,28.4,False
BASE-20240428-027,baseline,TLS-00518,1,2024-04-28 06:00:00,physical,6.9,False
BASE-20240428-027,baseline,DSS-00185,2,2024-04-28 12:00:00,physical,20.4,False
BASE-20240428-027,baseline,DFR-01403,2,2024-04-28 12:00:00,physical,14.0,False
BASE-20240428-027,baseline,DFR-01728,2,2024-04-28 12:00:00,physical,10.8,False
BASE-20240428-027,baseline,PMP-02241,2,2024-04-28 12:00:00,functional_power_loss,24.7,True
BASE-20231025-028,baseline,DFR-01579,0,2023-10-25 00:00:00,physical,4.6,False
BASE-20231025-028,baseline,DFR-01877,0,2023-10-25 00:00:00,physical,2.9,False
BASE-20231025-028,baseline,DFR-01559,1,2023-10-25 06:00:00,physical,4.8,False
BASE-20231025-028,baseline,WMN-02792,1,2023-10-25 06:00:00,physical,6.1,False
BASE-20231025-028,baseline,DSS-00261,2,2023-10-25 12:00:00,physical,35.6,False
BASE-20231025-028,baseline,DFR-01935,2,2023-10-25 12:00:00,physical,10.7,False
BASE-20231025-028,baseline,WMN-02932,2,2023-10-25 12:00:00,physical,18.9,False
BASE-20231025-028,baseline,DFR-01848,3,2023-10-25 18:00:00,physical,3.4,False
BASE-20231025-028,baseline,PMP-02348,3,2023-10-25 18:00:00,physical,16.5,False
BASE-20231025-028,baseline,WMN-03214,3,2023-10-25 18:00:00,physical,27.7,False
BASE-20240625-029,baseline,WMN-03254,0,2024-06-25 00:00:00,physical,17.4,False
BASE-20240625-029,baseline,DSS-00216,1,2024-06-25 06:00:00,physical,27.2,False
BASE-20240625-029,baseline,WMN-03191,1,2024-06-25 06:00:00,physical,21.5,False
BASE-20240625-029,baseline,DFR-01481,2,2024-06-25 12:00:00,physical,6.1,False
BASE-20240625-029,baseline,WMN-03237,2,2024-06-25 12:00:00,physical,13.9,False
BASE-20240625-029,baseline,WMN-03444,2,2024-06-25 12:00:00,physical,23.6,False
BASE-20240625-029,baseline,WMN-03454,3,2024-06-25 18:00:00,physical,15.7,False
BASE-20231031-030,baseline,WMN-02821,0,2023-10-31 00:00:00,physical,20.9,False
BASE-20231031-030,baseline,WMN-02953,0,2023-10-31 00:00:00,physical,21.7,False
BASE-20231031-030,baseline,WMN-03155,0,2023-10-31 00:00:00,physical,18.5,False
BASE-20231031-030,baseline,DFR-01978,1,2023-10-31 06:00:00,physical,7.9,False
BASE-20231031-030,baseline,WMN-03303,3,2023-10-31 18:00:00,physical,14.3,False
BASE-20240216-031,baseline,WMN-02810,1,2024-02-16 06:00:00,physical,11.2,False
BASE-20240216-031,baseline,WMN-03291,1,2024-02-16 06:00:00,physical,19.9,False
BASE-20240216-031,baseline,DFR-01677,2,2024-02-16 12:00:00,physical,9.7,False
BASE-20240216-031,baseline,DFR-01728,2,2024-02-16 12:00:00,physical,19.0,False
BASE-20240216-031,baseline,WMN-03284,2,2024-02-16 12:00:00,physical,27.9,False
BASE-20240216-031,baseline,DFR-01458,3,2024-02-16 18:00:00,physical,4.7,False
BASE-20240216-031,baseline,DFR-01664,3,2024-02-16 18:00:00,physical,5.1,False
BASE-20240206-032,baseline,WMN-03350,0,2024-02-06 00:00:00,physical,14.4,False
BASE-20240206-032,baseline,DFR-01935,1,2024-02-06 06:00:00,physical,11.3,False
BASE-20240206-032,baseline,WMN-03429,1,2024-02-06 06:00:00,physical,11.5,False
BASE-20240206-032,baseline,WMN-03433,1,2024-02-06 06:00:00,physical,21.0,False
BASE-20240206-032,baseline,DFR-01462,3,2024-02-06 18:00:00,physical,7.0,False
BASE-20231104-033,baseline,DFR-01939,0,2023-11-04 00:00:00,physical,4.9,False
BASE-20231104-033,baseline,TLS-00618,1,2023-11-04 06:00:00,physical,6.2,False
BASE-20231104-033,baseline,DFR-01462,1,2023-11-04 06:00:00,physical,7.1,False
BASE-20231104-033,baseline,WMN-03334,1,2023-11-04 06:00:00,physical,33.8,False
BASE-20231104-033,baseline,PMP-02419,2,2023-11-04 12:00:00,physical,22.2,False
BASE-20231104-033,baseline,WMN-03296,2,2023-11-04 12:00:00,physical,11.6,False
BASE-20231214-034,baseline,WTP-02214,0,2023-12-14 00:00:00,physical,46.4,False
BASE-20231214-034,baseline,WMN-02821,1,2023-12-14 06:00:00,physical,21.0,False
BASE-20231214-034,baseline,WMN-02893,1,2023-12-14 06:00:00,physical,22.0,False
BASE-20231214-034,baseline,WMN-03026,1,2023-12-14 06:00:00,physical,13.1,False
BASE-20231214-034,baseline,DSS-00366,2,2023-12-14 12:00:00,physical,11.0,False
BASE-20231214-034,baseline,WMN-03299,2,2023-12-14 12:00:00,physical,14.6,False
BASE-20231214-034,baseline,WMN-03328,2,2023-12-14 12:00:00,physical,11.3,False
BASE-20240222-035,baseline,DFR-01836,0,2024-02-22 00:00:00,physical,3.5,False
BASE-20240222-035,baseline,DFR-01898,1,2024-02-22 06:00:00,physical,4.0,False
BASE-20240222-035,baseline,WMN-03226,1,2024-02-22 06:00:00,physical,8.9,False
BASE-20240222-035,baseline,WMN-03444,2,2024-02-22 12:00:00,physical,39.1,False
BASE-20240222-035,baseline,WMN-02700,3,2024-02-22 18:00:00,physical,19.1,False
BASE-20240222-035,baseline,WMN-03119,3,2024-02-22 18:00:00,physical,9.8,False
BASE-20240222-035,baseline,WMN-03296,3,2024-02-22 18:00:00,physical,11.4,False
BASE-20240301-036,baseline,WMN-02705,0,2024-03-01 00:00:00,physical,15.1,False
BASE-20240301-036,baseline,WMN-03214,0,2024-03-01 00:00:00,physical,35.7,False
BASE-20240301-036,baseline,DFR-01449,1,2024-03-01 06:00:00,physical,5.1,False
BASE-20240301-036,baseline,WMN-02728,2,2024-03-01 12:00:00,physical,13.2,False
BASE-20231112-037,baseline,PMP-02309,0,2023-11-12 00:00:00,physical,38.6,False
BASE-20231112-037,baseline,WMN-02840,0,2023-11-12 00:00:00,physical,32.0,False
BASE-20231112-037,baseline,WMN-03192,0,2023-11-12 00:00:00,physical,30.6,False
BASE-20231112-037,baseline,WMN-03203,0,2023-11-12 00:00:00,physical,37.3,False
BASE-20231112-037,baseline,WMN-03085,1,2023-11-12 06:00:00,physical,15.9,False
BASE-20231112-037,baseline,PMP-02323,2,2023-11-12 12:00:00,physical,29.6,False
BASE-20231112-037,baseline,WMN-03118,3,2023-11-12 18:00:00,physical,18.3,False
BASE-20231021-038,baseline,DFR-01674,0,2023-10-21 00:00:00,physical,8.9,False
BASE-20231021-038,baseline,WMN-03311,1,2023-10-21 06:00:00,physical,25.2,False
BASE-20231021-038,baseline,WMN-03378,1,2023-10-21 06:00:00,physical,13.4,False
BASE-20231021-038,baseline,DFR-01815,3,2023-10-21 18:00:00,physical,8.3,False
BASE-20240330-039,baseline,DFR-01668,0,2024-03-30 00:00:00,physical,7.9,False
BASE-20240330-039,baseline,WMN-02930,0,2024-03-30 00:00:00,physical,10.7,False
BASE-20240330-039,baseline,WMN-03441,0,2024-03-30 00:00:00,physical,13.9,False
BASE-20240330-039,baseline,WMN-03237,1,2024-03-30 06:00:00,physical,9.2,False
BASE-20240330-039,baseline,WMN-03112,2,2024-03-30 12:00:00,physical,39.4,False
BASE-20240330-039,baseline,DFR-01830,3,2024-03-30 18:00:00,physical,6.1,False
BASE-20240330-039,baseline,WMN-02749,3,2024-03-30 18:00:00,physical,27.2,False
BASE-20240330-039,baseline,WMN-02821,3,2024-03-30 18:00:00,physical,14.3,False
BASE-20240330-039,baseline,WMN-02945,3,2024-03-30 18:00:00,physical,21.5,False
BASE-20240330-039,baseline,WMN-03010,3,2024-03-30 18:00:00,physical,16.1,False
BASE-20231129-040,baseline,DFR-01654,1,2023-11-29 06:00:00,physical,6.7,False
BASE-20231129-040,baseline,DFR-01928,1,2023-11-29 06:00:00,physical,5.8,False
BASE-20231129-040,baseline,WMN-02781,1,2023-11-29 06:00:00,physical,28.5,False
BASE-20231129-040,baseline,DSS-00182,2,2023-11-29 12:00:00,physical,12.3,False
BASE-20231129-040,baseline,WMN-03059,2,2023-11-29 12:00:00,physical,14.6,False
BASE-20231129-040,baseline,WMN-03323,2,2023-11-29 12:00:00,physical,19.2,False
BASE-20231129-040,baseline,TLS-00981,3,2023-11-29 18:00:00,physical,9.7,False
BASE-20231129-040,baseline,WMN-02840,3,2023-11-29 18:00:00,physical,20.5,False
BASE-20231129-040,baseline,WMN-03254,3,2023-11-29 18:00:00,physical,16.1,False
BASE-20240301-041,baseline,DSS-00389,0,2024-03-01 00:00:00,physical,15.8,False
BASE-20240301-041,baseline,DFR-01511,0,2024-03-01 00:00:00,physical,6.3,False
BASE-20240301-041,baseline,TLS-01097,1,2024-03-01 06:00:00,physical,19.4,False
BASE-20240301-041,baseline,WMN-03452,1,2024-03-01 06:00:00,physical,15.8,False
BASE-20240301-041,baseline,DFR-01891,2,2024-03-01 12:00:00,physical,4.9,False
BASE-20240301-041,baseline,RCL-02178,2,2024-03-01 12:00:00,physical,12.4,False
BASE-20240301-041,baseline,DFR-01356,3,2024-03-01 18:00:00,physical,8.7,False
BASE-20240301-041,baseline,DFR-01369,3,2024-03-01 18:00:00,physical,5.6,False
BASE-20231003-042,baseline,WMN-02812,0,2023-10-03 00:00:00,physical,7.9,False
BASE-20231003-042,baseline,WMN-03057,1,2023-10-03 06:00:00,physical,18.1,False
BASE-20231003-042,baseline,WMN-02716,3,2023-10-03 18:00:00,physical,13.5,False
HURR-20250104-043,hurricane,WMN-03345,0,2025-01-04 00:00:00,physical,32.9,False
HURR-20250104-043,hurricane,DFR-01423,1,2025-01-04 06:00:00,physical,7.0,False
HURR-20250104-043,hurricane,TNK-02673,1,2025-01-04 06:00:00,physical,5.5,False
HURR-20250104-043,hurricane,WMN-02747,1,2025-01-04 06:00:00,physical,45.2,False
HURR-20250104-043,hurricane,DSS-00389,2,2025-01-04 12:00:00,physical,27.8,False
HURR-20250104-043,hurricane,WMN-02812,3,2025-01-04 18:00:00,physical,24.3,False
HURR-20250104-043,hurricane,PMP-02260,4,2025-01-05 00:00:00,physical,25.2,False
HURR-20250104-043,hurricane,WMN-03375,4,2025-01-05 00:00:00,physical,25.3,False
HURR-20250104-043,hurricane,WMN-03304,5,2025-01-05 06:00:00,physical,96.8,False
HURR-20250104-043,hurricane,WMN-03033,5,2025-01-05 06:00:00,physical,31.0,False
HURR-20250104-043,hurricane,PMP-02285,5,2025-01-05 06:00:00,physical,58.3,False
HURR-20250104-043,hurricane,WMN-02716,5,2025-01-05 06:00:00,physical,36.8,False
HURR-20250104-043,hurricane,PMP-02268,6,2025-01-05 12:00:00,physical,59.3,False
HURR-20250104-043,hurricane,TLS-01262,6,2025-01-05 12:00:00,physical,7.8,False
HURR-20250104-043,hurricane,TLS-01290,6,2025-01-05 12:00:00,physical,9.8,False
HURR-20250104-043,hurricane,TLS-01304,6,2025-01-05 12:00:00,physical,12.4,False
HURR-20250104-043,hurricane,DFR-01562,6,2025-01-05 12:00:00,physical,8.6,False
HURR-20250104-043,hurricane,PMP-02277,6,2025-01-05 12:00:00,physical,49.6,False
HURR-20250104-043,hurricane,PMP-02395,6,2025-01-05 12:00:00,physical,45.0,False
HURR-20250104-043,hurricane,PMP-02405,6,2025-01-05 12:00:00,physical,61.3,False
HURR-20250104-043,hurricane,PMP-02465,6,2025-01-05 12:00:00,physical,43.6,False
HURR-20250104-043,hurricane,PMP-02477,6,2025-01-05 12:00:00,physical,36.6,False
HURR-20250104-043,hurricane,TLS-01249,6,2025-01-05 12:00:00,physical,16.5,False
HURR-20250104-043,hurricane,WMN-03269,6,2025-01-05 12:00:00,physical,23.6,False
HURR-20250104-043,hurricane,PMP-02346,6,2025-01-05 12:00:00,physical,26.2,False
HURR-20250104-043,hurricane,TLS-01203,6,2025-01-05 12:00:00,physical,11.6,False
HURR-20250104-043,hurricane,PMP-02411,6,2025-01-05 12:00:00,physical,38.1,False
HURR-20250104-043,hurricane,TLS-01189,6,2025-01-05 12:00:00,physical,27.3,False
HURR-20250104-043,hurricane,TLS-01201,6,2025-01-05 12:00:00,physical,12.2,False
HURR-20250104-043,hurricane,TLS-00467,6,2025-01-05 12:00:00,physical,8.9,False
HURR-20250104-043,hurricane,TLS-00523,6,2025-01-05 12:00:00,physical,13.4,False
HURR-20250104-043,hurricane,TLS-00618,6,2025-01-05 12:00:00,physical,4.7,False
HURR-20250104-043,hurricane,TLS-00627,6,2025-01-05 12:00:00,physical,10.1,False
HURR-20250104-043,hurricane,TLS-00641,6,2025-01-05 12:00:00,physical,7.8,False
HURR-20250104-043,hurricane,TLS-00753,6,2025-01-05 12:00:00,physical,15.7,False
HURR-20250104-043,hurricane,TLS-00426,6,2025-01-05 12:00:00,physical,5.6,False
HURR-20250104-043,hurricane,TLS-00802,6,2025-01-05 12:00:00,physical,5.7,False
HURR-20250104-043,hurricane,TLS-00833,6,2025-01-05 12:00:00,physical,7.7,False
HURR-20250104-043,hurricane,TLS-00945,6,2025-01-05 12:00:00,physical,10.8,False
HURR-20250104-043,hurricane,TLS-00985,6,2025-01-05 12:00:00,physical,17.3,False
HURR-20250104-043,hurricane,TLS-01015,6,2025-01-05 12:00:00,physical,12.5,False
HURR-20250104-043,hurricane,TLS-01099,6,2025-01-05 12:00:00,physical,37.7,False
HURR-20250104-043,hurricane,TLS-00798,6,2025-01-05 12:00:00,physical,6.5,False
HURR-20250104-043,hurricane,RCL-02110,7,2025-01-05 18:00:00,physical,6.5,False
HURR-20250104-043,hurricane,RCL-02074,7,2025-01-05 18:00:00,physical,14.6,False
HURR-20250104-043,hurricane,RCL-02071,7,2025-01-05 18:00:00,physical,29.0,False
HURR-20250104-043,hurricane,RCL-02057,7,2025-01-05 18:00:00,physical,26.4,False
HURR-20250104-043,hurricane,RCL-02046,7,2025-01-05 18:00:00,physical,20.8,False
HURR-20250104-043,hurricane,RCL-02045,7,2025-01-05 18:00:00,physical,11.7,False
HURR-20250104-043,hurricane,DFR-01971,7,2025-01-05 18:00:00,physical,29.0,False
HURR-20250104-043,hurricane,DFR-01996,7,2025-01-05 18:00:00,physical,8.8,False
HURR-20250104-043,hurricane,DFR-01935,7,2025-01-05 18:00:00,physical,21.8,False
HURR-20250104-043,hurricane,DFR-01922,7,2025-01-05 18:00:00,physical,24.1,False
HURR-20250104-043,hurricane,DFR-01921,7,2025-01-05 18:00:00,physical,14.2,False
HURR-20250104-043,hurricane,DFR-01906,7,2025-01-05 18:00:00,physical,35.0,False
HURR-20250104-043,hurricane,RCL-02148,7,2025-01-05 18:00:00,physical,11.7,False
HURR-20250104-043,hurricane,DFR-01854,7,2025-01-05 18:00:00,physical,13.0,False
HURR-20250104-043,hurricane,DFR-02000,7,2025-01-05 18:00:00,physical,21.5,False
HURR-20250104-043,hurricane,RCL-02193,7,2025-01-05 18:00:00,physical,7.1,False
HURR-20250104-043,hurricane,PMP-02363,7,2025-01-05 18:00:00,physical,73.0,False
HURR-20250104-043,hurricane,WTP-02217,7,2025-01-05 18:00:00,physical,38.6,False
HURR-20250104-043,hurricane,DFR-01833,7,2025-01-05 18:00:00,physical,21.3,False
HURR-20250104-043,hurricane,WMN-02835,7,2025-01-05 18:00:00,physical,13.7,False
HURR-20250104-043,hurricane,PMP-02504,7,2025-01-05 18:00:00,physical,22.0,False
HURR-20250104-043,hurricane,PMP-02455,7,2025-01-05 18:00:00,physical,55.1,False
HURR-20250104-043,hurricane,PMP-02449,7,2025-01-05 18:00:00,physical,24.7,False
HURR-20250104-043,hurricane,PMP-02354,7,2025-01-05 18:00:00,physical,20.5,False
HURR-20250104-043,hurricane,PMP-02290,7,2025-01-05 18:00:00,physical,32.6,False
HURR-20250104-043,hurricane,PMP-02273,7,2025-01-05 18:00:00,physical,37.5,False
HURR-20250104-043,hurricane,PMP-02235,7,2025-01-05 18:00:00,physical,25.4,False
HURR-20250104-043,hurricane,WTP-02219,7,2025-01-05 18:00:00,physical,35.5,False
HURR-20250104-043,hurricane,RCL-02206,7,2025-01-05 18:00:00,physical,12.1,False
HURR-20250104-043,hurricane,DFR-01800,7,2025-01-05 18:00:00,physical,13.3,False
HURR-20250104-043,hurricane,INT-03504,7,2025-01-05 18:00:00,physical,9.5,False
HURR-20250104-043,hurricane,DFR-01780,7,2025-01-05 18:00:00,physical,8.8,False
HURR-20250104-043,hurricane,DFR-01372,7,2025-01-05 18:00:00,physical,15.5,False
HURR-20250104-043,hurricane,DFR-01351,7,2025-01-05 18:00:00,physical,15.1,False
HURR-20250104-043,hurricane,DFR-01337,7,2025-01-05 18:00:00,physical,14.2,False
HURR-20250104-043,hurricane,DFR-01329,7,2025-01-05 18:00:00,physical,33.1,False
HURR-20250104-043,hurricane,DFR-01327,7,2025-01-05 18:00:00,physical,17.5,False
HURR-20250104-043,hurricane,DFR-01313,7,2025-01-05 18:00:00,physical,7.8,False
HURR-20250104-043,hurricane,DFR-01396,7,2025-01-05 18:00:00,physical,18.3,False
HURR-20250104-043,hurricane,TLS-01282,7,2025-01-05 18:00:00,physical,11.5,False
HURR-20250104-043,hurricane,TLS-00876,7,2025-01-05 18:00:00,physical,7.5,False
HURR-20250104-043,hurricane,TLS-00597,7,2025-01-05 18:00:00,physical,8.6,False
HURR-20250104-043,hurricane,TLS-00581,7,2025-01-05 18:00:00,physical,9.9,False
HURR-20250104-043,hurricane,DSS-00333,7,2025-01-05 18:00:00,physical,34.7,False
HURR-20250104-043,hurricane,DSS-00145,7,2025-01-05 18:00:00,physical,30.6,False
HURR-20250104-043,hurricane,DFR-01783,7,2025-01-05 18:00:00,physical,12.3,False
HURR-20250104-043,hurricane,TLS-01256,7,2025-01-05 18:00:00,physical,21.1,False
HURR-20250104-043,hurricane,DFR-01428,7,2025-01-05 18:00:00,physical,8.0,False
HURR-20250104-043,hurricane,TLS-01116,7,2025-01-05 18:00:00,physical,6.8,False
HURR-20250104-043,hurricane,DFR-01434,7,2025-01-05 18:00:00,physical,9.8,False
HURR-20250104-043,hurricane,DFR-01779,7,2025-01-05 18:00:00,physical,10.2,False
HURR-20250104-043,hurricane,DFR-01430,7,2025-01-05 18:00:00,physical,12.5,False
